No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
109,"The following table contains information about the duration, in days, of project activities and their predecessor activity for a project. What is the total float of activity G?",images\test_5\q_109.png,10 days,17 days,6 days,0 days,D,"Total float refers to the maximum amount of time an activity can be delayed without pushing out the project end date. If an activity is on the critical path, the total float of the activity is zero. The first step to correctly answer this question is to determine the activity paths and their durations for the project. This requires the creation of a project network diagram using the precedence diagramming method (PDM) where you map the values from the data table included in the question. Following is the network diagram for this question's scenario. Once you have created the network diagram, the next step is to determine the specific paths that exist for the activities on the project. This requires following each path that is mapped and determining the duration of each path by adding up the number of days for each activity on that specific path. The longest path through the project identifies the shortest possible length of the project and is, therefore, the critical path. Following is each path through the project and its duration: Start-A-B-C-G-Finish = 10 days Start-D-E-F-G-Finish = 17 days - the critical path because it has the longest length Start-H-I-Finish = 6 days Activity G is on two paths, Start-A-B-C-G-Finish and Start-D-E-F-G-Finish. As a rule, if an activity is present on more than one path, and one of the paths is the critical path, the total float for the activity will always be zero because delaying any activity on the critical path will delay the project. Since activity G is on the critical path, its total float has to be zero."
110,"You are leading a project to bring a new automotive battery to market. You have just completed an initial run of the production line to test the manufacturing process in preparation for mass production. The knowledge gained from the test run will be used to improve performance during mass production. During the test run, the conveyer belt transporting a subassembly jammed several times for unknown reasons. What should you do next?",,Update the issue log with the resolution,Develop a why-why diagram,Record the information in the lessons learned register,Begin mass production as soon as possible due to the aggressive timeline,B,"The question suggests that you, as a project manager, are conducting a test run of the manufacturing process to gain lessons learned to be used later in the project during mass production. However, the problem encountered during the test run does not provide any useful information that can be applied later in the project. The problem must first be analyzed to understand the cause of the issue and then determine what corrective actions must be taken to prevent the problem from recurring. A description of the problem, as well as steps necessary to prevent the problem from recurring, can then be recorded in the lessons learned register. A why-why diagram is also known as a cause-and-effect diagram, a fishbone diagram, or Ishikawa diagram. This type of diagram breaks down the causes of the problem statement identified into discrete branches, helping to identify the main or root cause of the problem. This identification of the root cause of the problem described by the question is a necessary first step in resolving the issue and preventing the recurrence during mass production. Therefore, of the available choices, you should first develop a why-why diagram to analyze the problem before the knowledge gained can be documented in the lessons learned register."
111,"For a project, strict quality specifications must be followed, and all project team members were required to read and sign off on the quality management plan, acknowledging complete understanding of the specifications. The project manager suspects that one or more of the project's primary material vendors is not supplying parts that meet project quality specifications. What should the project manager do first?",,Tell the vendor to replace the parts,Conduct a procurement performance review,Discuss the issue with the sponsor,Terminate the contract with the vendor,B,"An aspirational standard of professional conduct in project management is that project managers must earnestly seek to understand the truth. In this scenario, the project manager only suspects that parts supplied by the vendor or vendors are not meeting the project's quality specifications, but she does not know this for sure. The best way to determine this is to perform a procurement performance review for the vendors. Performance reviews measure, compare, and analyze quality, resource, schedule, and cost performance against the agreement. The results of this procurement performance review will indicate whether or not the vendors are supplying parts that meet project quality specifications specified in the agreement, and if any further action is necessary on the project manager's part."
112,"A junior project manager wants to understand the inputs, the outputs, the tools and techniques (ITTOs) which will be helpful in developing the change management plan. However, when she reviews the PMBOK® Guide, she cannot find the ITTOs associated with this process. What advice might an experienced project manager provide to the junior project manager?",,The ITTOs are listed in the PMBOK® Guide under the Plan Change Management process,Review the ITTOs associated with the Develop Project Management Plan process,The appropriate ITTOs will be listed with the Perform Integrated Change Control process,The project management office (PMO) provides the change management plan,B,"The change management plan is a component of the project management plan that establishes the change control board, documents the extent of its authority, and describes how the change control system will be implemented. Although there is no specific project management process for the creation of the change management plan, it is created as part of the Develop Project Management Plan process. Therefore, the best advice the experienced project manager may provide to the junior project manager who wants to develop the change management plan is to review the ITTOs associated with the Develop Project Management Plan process."
113,A change request on a project you are leading has just been approved. You communicate the tasks required to implement the change to the project team. A team member suggests an alternative solution that departs from the approved change request but which reduces the time and cost of implementing the change and still meets the scope and quality requirements. What should you do?,,Reject the suggestion as gold plating and implement the exact steps as specified in the,Implement the alternative suggestion and update the relevant components of the project,Refer to the change management plan for criteria whether the suggestion requires the,Refer to the configuration management plan for guidance on whether the content of the,C,"Approved change requests are outputs of the Perform Integrated Change Control process, and inputs to the Direct and Manage Project Work process. The change management plan provides for a responsible individual or party to review, evaluate, approve, defer, or reject change requests. Either this plan or organizational procedures may authorize the project manager or sponsor as the responsible party, or may formally charter a group to serve as the change control board. The plan may also grant authority for the project manager to approve change requests with a certain level of impact on the scope, schedule, budget, or quality or other constraints before involving the sponsor or the change control board (if it exists). Given an approved change request, the project manager has responsibility for implementing it as specified. In this scenario, however, a suggestion that meets the project scope and quality requirements but saves time and money in implementation should not be ignored. The change management plan should guide the project manager to evaluate whether the effects of the suggestion are significant enough (or unknown enough) to merit a new change request to be evaluated. Perhaps the project manager has the authority to adjust the tactical approach during implementation and may document the updates as needed in the change log. Of the choices available, referring first to the change management plan before implementing the suggestion or before submitting a revised change request is the best answer to the question asked."
114,A fellow project manager comes to you complaining about the amount of scope creep that she is experiencing in her project. Which of the following is the most probable reason for her difficulties?,,Lack of historical records from past projects,Weak interpersonal and team skills,Lack of project exclusions in the scope statement,Insufficient test and evaluation documents,C,"The degree and level of detail of the scope statement determine how well the scope can be controlled. The scope statement describes the project's deliverables in detail. Explicitly stating what is out of scope, particularly where stakeholders requested scope and it was not approved, helps manage stakeholders, and can reduce scope creep. Therefore, the scope creep mentioned in this scenario is probably due to lack of project exclusions in the scope definition and is the best answer."
115,A project manager is leading a retrospective for a project that is running behind schedule and over budget. Feedback from the meeting suggests that the project manager was too focused on problem-solving and operational issues and did not effectively inspire and motivate the project team. What could the project manager have done differently to have been more successful?,,Focused more on the bottom line,Spent more time developing the project team and providing a vision for project success,Directed the team using positional power,Emphasized the administrative aspects of the project,B,"The question implies that the project manager has been relying too heavily on managing the project rather than leading the project team. Project managers need to employ both leadership and management and strike the right balance between them to be successful. Developing the project team and providing a vision for success represents an emphasis on leadership. All of the incorrect answer choices are examples of greater management rather than leadership. Therefore, of the available options, the project manager could have spent more time developing the project team and providing a vision for project success."
116,"Due to an increase in actual costs that have not been accounted for in the original budget, the project manager submits a change request to update the cost baseline. To support the request, the project manager compiles all of the costs that have been authorized, incurred, invoiced, and paid. What has the project manager compiled?",,Planned value,Earned value,Work performance information,Work performance data,D,"Work performance data are the raw observations and measurements identified during activities performed to carry out the project work. In the scenario, the project manager compiles all of the costs, which have been authorized, incurred, invoiced, and paid. Those are best described as the work performance data. Only after these raw data have been analyzed, will it become work performance information. Therefore, what the project manager has compiled was the work performance data."
117,Undertaking a project requires a business case to justify whether the project is worth the investment. Which is the best example of a business case?,,"The operational budget is greater than previous years, and we must allocate those funds","Technology is constantly changing, and we must learn the latest tools","Carbon emissions can be reduced with the installation of filters on all current machines,","Projects like this have been done in the past with great success, and we must have more",C,A business case is a reason and justification for a business to undertake and fund a project. The
118,"In the absence of the project sponsor, you are leading a meeting with key stakeholders to aid in the development of the project charter. At the beginning of the meeting, a stakeholder stalls the meeting insisting on discussing an omission in the business case. With the meeting at an impasse, what is your best course of action?",,Update the business case as necessary and proceed with the meeting,Postpone further discussion on the omission and move on to other items on the agenda,Submit a change request to document the omission in the project charter,"Dismiss the participants, and reschedule the meeting once the sponsor is available",B,"The question indicates that the Develop Project Charter process is underway. Interpersonal and team skills including conflict management are among the tools and techniques associated with this process. Withdraw/avoid is a conflict resolution technique which may include postponing the issue to be better prepared or to be resolved by others. In this scenario, the project sponsor is not in attendance at the meeting, but only the project sponsor has the responsibility for the creation and maintenance of the business case. With the meeting at an impasse, the best course of action is to postpone further discussion on the omission raised by the stakeholder and move on to other items on the agenda until the project sponsor can be engaged to render a decision for the modification of the business case."
119,"You have been commissioned by your company to propose a cost-efficient strategy for a new leading-edge server farm. While researching options, you identify the power source to be a large expense of maintaining servers. You narrow the power source choices down to four options with the following attributes: ● Chemical energy has an investment of $1,000,000 and NPV of $200,000 ● Solar energy has an investment of $1,500,000, a payback period of 3 years, and NPV of $350,000 ● Wind energy has an investment of $2,000,000, a payback period of 3 years, and NPV of $100,000 ● Thermal energy has an investment of $1,800,000 and NPV of $175,000 Which of these power options should you propose based on the net present value (NPV)?",,Chemical energy,Solar energy,Wind energy,Thermal energy,B,"The four options include extraneous information, namely the investment amount (which is already factored into the NPV calculation), and the payback period (which is another type of project selection technique that can be used by itself or along with NPV calculations). However, the question clearly asks to base the answer on the NPV. You should, therefore, have keyed in only on the term NPV when selecting the correct answer. The correct answer is 'solar energy,' since its NPV is $350,000, which is the largest of all the answer choices."
120,"As a project manager, you contracted with another company to develop a smartphone app. The company has demonstrated the completed app, and you have verified that it meets all technical and quality requirements. Overall, you are pleased with the performance of the seller and plan to use them again in the future. Now that the project deliverables are complete, who is responsible for declaring the formal closure of the procurement contract?",,The buyer is responsible for closing out the procurement contract.,The seller is responsible for closing out the procurement contract.,Both buyer and seller are mutually responsible for closing out the contract.,A procurement contract is considered closed when the deliverables are accepted.,A,"The party that awards the contract is responsible for declaring its closure. The buyer, usually through its authorized administrator, provides the seller with the formal written notice that the contract has been completed. Procurement closure only occurs after the deliverables have been accepted and transferred, all claims are settled, and final payments have been made."
121,"You are in the execution stage of a corporate restructuring project in which the company's sales managers will assume responsibility for certain operational aspects of the business in addition to their role as sales leaders. The sales managers have repeatedly expressed concerns about the impact of the project on their roles, and you need their support for the project to be successful. What is the best course of action in this situation?",,Utilize conflict management skills to diffuse the conflict between the sales managers,Send the sales managers a copy of the team charter,Introduce the concept of co-creation,Replace the sales managers as necessary to ensure the success of the project,C,"One of the trends and emerging practices for Project Stakeholder Management involves the concept of co-creation. Co-creation places greater emphasis on including the affected stakeholders on the team as a partner. Working in close collaboration with the stakeholders that are most affected by the work or outcomes of the project can build support for the project and improve the probability of a successful outcome. Of the available choices, the strategy that is most likely to be effective in addressing the concerns of the sales managers and building support for the project is to introduce the concept of co-creation with the sales managers."
122,Both supportive and resistant stakeholders are influencing the project team and asking for unapproved changes. You are more concerned about the resistant stakeholders and want to determine if any unapproved features have been added to the project deliverables. What is your best approach?,,Perform the Integrated Change Control process,Perform the Direct and Manage Project Work process,Perform the Control Scope process,Perform the Control Schedule process,C,"The question implies that you, as the project manager, suspect that scope creep may be an issue for the project. Scope creep represents the uncontrolled expansion to product or project scope without adjustments to time, cost, and resources. The detection and prevention of scope creep may be addressed in the Control Scope process. Hence, The Control Scope process should be performed to detect any unapproved changes to the scope baseline. Once unauthorized changes are found, the Perform Integrated Change Control process can be implemented. Therefore, in this scenario, performing the Control Scope process is the best approach."
123,"You are identifying the specific actions that will be required to complete the project deliverables. As part of this process, you have created a project document which describes portions of work to be performed during the project. Each portion of work specified in the document has various details such as leads and lags, imposed dates, constraints, assumptions, as well as logical relationships. Which project document have you created?",,Activity list,Activity attributes,Activity register,Milestone list,B,"The question suggests that you are carrying out the Define Activities process. The project documents created during this process include the activity list, activity attributes, and milestone list. Activity attributes include activity codes, predecessor activities, successor activities, logical relationships, leads and lags, resource requirements, imposed dates, constraints, and assumptions. The description provided by the question indicates that the activity attributes have been created. Note, the question disguises the word ‘activities’ by providing its definition from the glossary of the PMBOK® Guide which reads, “Activity. A distinct, scheduled portion of work performed during the course of a project.”"
124,"As the project manager acquires the aluminum for a project to construct a new airliner, a tariff is enacted which raises the cost by 30%. Although the overall project budget will not be affected, the existing contingency reserves are inadequate to cover the increased cost, and the project manager needs to access the management reserves. What should the project manager do next?",,Submit a change request to transfer the management reserves into the contingency reserves,Submit a change request to transfer the management reserves into the cost baseline,Access the management reserves since the project budget is not affected,Request the project sponsor to provide additional funds for the project,B,"The question suggests that during the Acquire Resources process, a significant increase in material costs have exceeded the contingency reserves for the project and the project manager needs to access the management reserves. The management reserves are part of the project budget but are not included in the cost baseline. An approved change request is required to transfer the management reserves into the cost baseline. Even though the project budget will not be affected, any change to a baseline first requires an approved change request. Therefore, a change request first needs to be submitted and approved before the management reserves can be transferred to the cost baseline, and that is what the project manager should do next."
125,"To reduce potential conflict and increase productivity, the project manager creates a team charter with clear expectations of acceptable behavior and diligently enforces the terms of the charter. Despite these efforts, team conflict has become a significant issue and threatens the successful completion of the project. What could the project manager have done differently to avoid this situation?",,Have the human resources department provide a preapproved team charter,Allow the project team to develop the team charter,Conduct more frequent performance appraisals,Create a team member of the month award,B,"The question describes a situation where the project manager developed, implemented, and enforced the team charter. The team charter works best when the team develops it or at least has an opportunity to contribute to it. Additionally, all project team members share responsibility for ensuring the rules documented in the team charter are followed. Of the available options, allowing the project team to develop the team charter provides the best way to avoid team conflict."
126,"In a meeting with a project stakeholder, the stakeholder explains why she has not been engaged with the project as expected. You meet with her in her office. You take notes, ask some clarifying questions, and demonstrate attentiveness through body language, and capturing her input. What interpersonal skill are you leveraging in this exchange?",,Passive listening,Cultural awareness,Political awareness,Active listening,D,"Active listening is a powerful interpersonal skill of project managers. It is an important tool and technique when monitoring stakeholder engagement. The ability to take an active role in listening to others and ensuring you have heard them properly and their message reduces miscommunication and misunderstandings. By listening intently and following up with clarification and discussion, you are taking an active role in listening and capturing the communication between you and the stakeholder."
127,Where would you look to find what activities should be performed to close out contracts on your project?,,Enterprise environmental factors,Resource management plan,Project management plan,Procurement documentation,C,"The question surrounds the Control Procurements process which is the process of managing procurement relationships; monitoring contract performance, and making changes and corrections as appropriate; and closing out contracts. The activities to be performed during this process are described in the procurement management plan. This plan is a component of the project management plan. Therefore, to understand what activities should be performed to close out contracts on your project, you should review the project management plan."
128,"You are drafting a project charter. In order to solicit the required feedback from each department, you are planning to invite all of the functional leaders to attend a meeting except for the director of human resources, since that position is currently vacant. What is your best course of action in preparation for the meeting?",,Schedule the meeting without human resources representation,Invite a designated human resources representative to attend,Delay the meeting until a new director of human resources is named,Terminate the project,B,"The question indicates that the project charter is being developed, and feedback is required from each department, but the director of human resources position is currently vacant. The solution to this problem can be provided by effective meeting management, which is one of the interpersonal and team skills associated with the Develop Project Charter process. Meeting management includes preparing the agenda, ensuring that a representative for each key stakeholder group is invited, and preparing and sending the follow-up minutes and actions. Therefore, among the available options, the best course of action is to identify and invite a qualified individual to represent the human resources department at the meeting."
129,The performing organization requires the use of a change control board (CCB) for all projects. An influential stakeholder has complained about his requested changes not getting implemented even when using the established change control procedures. What should the project manager do first?,,Record the information in the change log,Capture the concern in the stakeholder register,Investigate the issue on behalf of the stakeholder,Add the stakeholder's complaint to the issue log,D,"In this scenario, a stakeholder has raised a concern which needs to be addressed. Any project or stakeholder concerns are documented in the issue log, as well as any assigned action items associated with managing the issue. The issue log will help the project manager effectively track and manage issues, ensuring that they are investigated and resolved. In this case, it is not known why the stakeholder's requests have not been implemented. Perhaps the change requests were denied, or they might be scheduled to be implemented later in the project. The issue will need to be investigated, resolved, and then communicated back to the stakeholder. Of the available choices, the stakeholder's issue should first be captured in the issue log to ensure it is tracked and monitored until it can be resolved. Note, an issue log is an input to the Manage Stakeholder Engagement process described in the scenario. Updates to the issue log are among the outputs from that process."
130,"Due to the complexity of a project, representatives from various departments of your company are invited to participate in seller proposal evaluation including Finance, Real Estate, Engineering, and Sales and Marketing. Based on this situation, what tool or technique are you using?",,Make-or-buy analysis,Bidder conferences,Source selection criteria,Expert judgment,D,"The question describes the evaluation of seller proposals by a multi-disciplinary committee with expertise in different areas. Expert judgment is judgment provided based upon expertise in an application area, knowledge area, discipline, industry, etc., as appropriate for the activity being performed. Such expertise may be provided by any group or person with specialized education, knowledge, skill, experience, or training. The inclusion of representatives from various departments to evaluate seller proposals is an example of using expert judgment."
131,"Working for a company with an organizational structure type that is best described as organic or simple, you have been assigned a project to replace the computers at a retail store. All you need to complete the project on time is for the company's information technology (IT) specialist to load the required software, but this individual states that they are busy with another project. With the deadline now in jeopardy, what is your best course of action?",,Approve overtime for the IT specialist to complete the software update,Direct the IT specialist to prioritize your project over the other project,Escalate the issue to the owner,Discuss the situation with the project management office (PMO),C,"The question describes a company with an organizational structure type of organic or simple. In this environment, the project manager is better described as a project coordinator and has little or authority over the project. In this situation, the owner or operator controls the budget and project resources. Therefore, the only viable option for you, as the project manager, is to escalate the issue to the owner."
132,"The project team reports that they have finished creating the requirements management plan, the requirements documentation, and the requirements traceability matrix. The team informs that they are going to start working on the project work breakdown structure (WBS) next. What has the project team forgotten to do?",,Create the project scope statement,Complete the project management plan,Update the lessons learned register,Perform the Validate Scope process,A,"In the scenario described, the project team has completed the requirements management plan, which is an output of the Plan Scope Management process. Additionally, the team has completed the requirements documentation and requirements traceability matrix, which are outputs of the Collect Requirements process. The next step in the Planning Process Group is the Define Scope process and the creation of the project scope statement. Before creating the WBS, the project scope must be well defined and documented in the project scope statement. The completed project scope statement sets the boundaries for the project by defining the work that is included in the project as well as the work excluded from the project. The project scope statement serves as a guide when creating the WBS and should be completed before work begins on the WBS. The project team wants to move on to creating the WBS, but they have forgotten that they need to create the project scope statement before the WBS can be created."
133,A company needs to purchase a 3D printer for a project in the planning stage. The project manager assigns a project team member to be responsible for acquiring the 3D printer while two other team members will be trained on operation and maintenance and can then be consulted when needed. What tool or technique is most useful in documenting these responsibilities for future reference?,,Requirements traceability matrix,Project team directory,RACI chart,Probability and impact matrix,C,"The question implies that the Plan Resource Management process is being carried out, and a responsibility assignment matrix (RAM) is one of the tools associated with this process. A RACI chart is a common type of RAM that uses responsible, accountable, consult, and inform statuses to define the involvement of stakeholders in project activities. In the scenario described, activities such as acquiring the 3D printer, training to operate and maintain the printer, etc., are shown in the left column, while the roles and responsibilities of the team members assigned to these activities are shown in rows. Therefore, a RACI chart is the best tool for documenting the responsibilities for future reference."
134,"The project manager has scheduled individual discussions with experienced project participants, stakeholders, and subject matter experts. The purpose of these discussions is to obtain a comprehensive list of individual project risks and sources of overall project risk. Which tool or technique is the project manager utilizing in this situation?",,Risk register,Risk abatement,Brainstorming,Interviews,D,The question states that the project is in the planning stage and implies that the project team is performing the project management process of Identify Risks. The interview is one of the tools and techniques used during the Identify Risks process. The purpose of interviews during the Identify Risks process is to obtain a comprehensive list of individual project risks and sources of overall project risk. The interview is the data gathering technique that is being utilized by the project manager.
135,Some stakeholders are disappointed that not all of their needs were included in the final requirements documentation. A senior project manager suggests using a document that relates the planned capabilities with the business objective that each capability satisfies. This document would demonstrate how each requirement adds business value. To what type of document is the senior project manager referring?,,Requirements traceability matrix (RTM),Requirements register,Requirements management plan,Context diagram,A,"The RTM is a grid that links the product requirements to the business objectives. It provides a means to track requirements throughout the project lifecycle helping to ensure that requirements approved in the requirements documentation are delivered at the end of the project. Using an RTM will assist in ensuring and showing that each requirement adds business value by linking it to the business and project objectives. Each requirement has attributes associated with it that help to define the requirement further. One of the attributes that can be used is the owner of the requirement, who will manage it throughout the project. Based on the scenario described, the RTM is the document to which the senior project manager was referring."
136,You took over a project in execution to build a new marine radar system. The project has proceeded smoothly until the quality inspection team reports that most of the high voltage test equipment is badly corroded and will need to be replaced. You remember your predecessor mentioning a surprisingly inexpensive solution for a similar problem earlier in the project. Where should you look for the details of this solution?,,Organizational process assets,Resource breakdown structure,Risk management plan,Issue log,D,"According to the scenario, you are looking for a solution that helped resolve a similar issue earlier in the project. This implies you are carrying out the Manage Quality process. The issue log helps the project manager effectively track and manage issues, and it will typically include the details about issues encountered throughout the project. This may include the issue type, who raised it, date/time, description, priority, who the issue was assigned to, status, and the final solution. Therefore, assuming the previous project manager carried out the project using sound project management practices, the issue log is supposed to include the details of the solution you are looking for."
137,"You hold a video conference with the stakeholders and the development team to demonstrate the product increment completed during the last iteration. A stakeholder brings up a concern regarding the functionality of the application. To ensure you understand the concern, you are using active listening techniques. Which of the following quotes from the video conference illustrates the active listening skill of confirming understanding?",,"""Thank you for bringing up that concern. Good catch.""","""When you said you couldn't tell if the application was doing anything, did you mean that the","""It sounds like what you're looking for with the page transition is a loading animation to show that","""We are having trouble hearing. There is background noise. Andy, is that you taking notes? Could",C,"Techniques of active listening involve acknowledging, clarifying and confirming, understanding, and removing barriers that adversely affect comprehension. Of the choices, the only one that demonstrates confirming understanding is one that reflects the meaning of what was heard, ""It sounds like what you're looking for with the page transition is a loading animation to show that the system is working on it"" and invites correction or verification, ""Am I correct?"""
138,"To create the project schedule, a project manager needs to break down the project scope and develop a comprehensive list of activities, which are needed to complete the deliverable. What tool or technique should project manager use in this situation?",,Work breakdown structure,Decomposition,Progressive elaboration,Gold plating,B,"The question implies that the Define Activities process is being carried out, and decomposition is one of the tools and techniques used during this process. Decomposition is a technique used for dividing and subdividing the project scope and project deliverables into smaller, more manageable parts. Decomposition is the technique that is being used to create the activity list as indicated by the question."
139,"A new project was chartered. As the project manager, you meet with some of the pre-assigned team members to look over the problems the project seeks to address. The project team feels the requirements provided are vague and unclear. What is the project manager's next best action?",,Assign accountability of the various requirements to each project team member,Facilitate a benchmarking session to collect more detailed requirements,Facilitate a discussion meeting between the project team and the customer,Take responsibility as project manager to rewrite the requirements with more clarity,C,"Understanding the needs, wants, expectations, and requirements is extremely important for the project team to plan and manage the project to address those needs appropriately. The one best qualified to express those needs is the customer, or a suitable customer representative or business analyst. In the options provided to you in the question, the customer is an option. That is the project manager's best source. Clarifying the requirements and gaining more definition from the customer allows the project team to better fulfill those requirements. Including suitable members of the team eliminates misinterpretation and unanswered questions. Educating more of the team on the needs and the problems to solve enables the project team to better comprehend the requirements and customer need."
140,"During risk planning, a project manager collects historical information from past projects and populates the risk register with all the risks she can identify. She then records which team member will be the risk owner for which risk. In reviewing the risk register, the project sponsor says that the project manager made a critical mistake and should rethink her entire risk identification process. What is the best corrective action for the project manager to take at this point?",,Create a risk response plan before going to the project sponsor again,Include the project team and other key stakeholders in the risk identification process,Create a risk report to share with the project sponsor,"Ask project team members to volunteer as risk owners, rather than to assign them, as a way to get",B,"Project stakeholders should be encouraged to participate in risk identification activities. This activity makes it more likely that all project risks will be identified and helps project teams develop and maintain a sense of ownership and responsibility for identified project risks and their associated risk response actions. If a project manager creates the risk register without input from subject matter experts, project team members, or other stakeholders, it creates additional risks for the project that could jeopardize its success."
141,"To manage workflow on a software development project, you are using a Kanban board with strict work in progress (WIP) limits to expose bottlenecks. During project execution, one of the developers leaves the project, and you need to backfill the position. In searching for a replacement developer, which of the following characteristics would be of greatest value to the team in this project environment?",,Experience with traditional project management,Expertise in manual and automatic testing,Diverse skill set with demonstrated versatility,Proficiency in contract negotiations with vendors,C,"The question describes a team of developers that uses a Kanban board to manage their workflow and track tasks as they progress through the development process. A Kanban board is made up of columns representing the stages of work. For example, a Kanban board may have columns for the backlog, planning, coding, testing, and deployment. Work in progress (WIP) limits will place a limit on the work that can be in any particular column. Strict WIP limits will expose bottlenecks as a column will reach the limit, and no additional work can be added to that column. With a team of narrowly specializing developers, this can lead to idle time as the team member(s) wait for the bottleneck to clear before they can continue working. However, if the team is comprised of generalizing specialists, the workload can be balanced. The generalizing specialist may have a specialty but can perform any of the necessary project tasks. For example, if the testing stage has reached its WIP limit, a generalizing specialist can switch tasks from coding to testing to help clear the bottleneck. This flexibility will improve velocity as work is not held up by the bottleneck. Therefore, among the available options, it is best to select a candidate with a diverse skillset and demonstrated versatility to join the project team."
142,"You are a project manager who wants to mitigate the impact of any realized risks for the project. To achieve this goal, you conduct an initial trial at one location before launching to other locations. During the trial, you learn best practices to apply during the national launch and identify pitfalls that should be avoided. Once the trial is over, what should you do with this information?",,Capture the information in the lessons learned register,Record the implementation of the risk responses in the risk register,Document issues and their resolutions in the lessons learned repository,Share the information with the project sponsor and stakeholders,A,"The question suggests you, as the project manager, are attempting to mitigate the impact of any identified and unknown risks by conducting a trial at one location prior to launching at all locations. The purpose of the trial is to learn best practices as well as identify any pitfalls. The knowledge gained from the trial will be vital to the success of the overall effort. The lessons learned register is a project document used to record knowledge gained during a project so that it can be used later in the project. You should capture the knowledge gained from the trial in the lessons learned register so that it can be used later in the project."
143,"Due to insufficient historical data, you are applying an approach that factors in uncertainty and risk calculations to determine time estimate of some of your project activities. The resulting time estimates will be based on a range. What tool or technique are you using?",,Parametric estimating,Three-point estimating,Data analysis,Analogous estimating,B,"Three-point estimating factors in uncertainty and risk by using most-likely, optimistic, and pessimistic estimates to calculate the expected duration of an activity. One of the most commonly used formulas, tE=(tO+tM+tP)/3, factors the optimistic or best-case scenario for the activity duration, tO; the most likely duration of the activity, tM; and the pessimistic or worst-case scenario for the activity duration, tP; to arrive at the expected duration, tE. This approach is useful when there is insufficient historical data (as is the case in the scenario described) or when judgmental data is used. Duration estimates based on three points with an assumed distribution provide an expected duration and clarify the range of uncertainty around the expected duration."
144,"You are developing a charter for a high-risk project. You are aware that the project sponsor has a low-risk tolerance, which requires special consideration. What should you do next?",,Double the size of the management and contingency reserves,Ensure the risk identification process is extremely rigorous,Tell the sponsor that you have managed similar projects,Consult with a PMI Risk Management Professional (PMI-RMP)®,D,"The question describes a high-risk project in the initiation stage where project risk is a significant concern. Although the identification of individual project risks is not formally performed until project planning, the project charter should contain a summary of the overall project risk. The project manager should consider consulting individuals or groups who have a specialized knowledge or training in risk identification. Seeking assistance from a PMI Risk Management Professional (PMI-RMP)® is an example of expert judgment. Under the circumstances described in the scenario, it is the best answer to the question asked."
