No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
102,"During a recent staff meeting, a corporate executive stated that the existing corporate structure would not meet the future needs of the organization. In this context, what might a project manager say about driving change at the organizational level?",,"
The change control board (CCB) is a formally chartered group responsible for evaluating and approving organizational changes. 

",An approved change request is required to restructure an organization.,Operations drive change with the production of goods and services.,"
Projects drive change by moving an organization from the current state to a desired future state 

",D,"Projects drive change in organizations. From a business perspective, a project is aimed at moving an organization from one state to another state to achieve a specific objective. Before the project begins, the organization is commonly referred to as being in the current state. The desired result of the change driven by the project is described as the future state. In this scenario, the executive believes that the current corporate structure is inadequate and a reorganization is necessary to meet future organizational objectives. In this case, a project may be initiated to transform the organizational structure from the current state to a desired future state."
104,"A_project to launch a new product to market has just entered its execution, and the purchase orders for the new product are much greater than anticipated, which presents both a threat and an opportunity for the performing organization. The opportunity is the potential for increased sales, and the threat is the inability for production to meet demand causing customer dissatisfaction. The possibility of this situation happening was identified and accounted for during project planning. What should the project manager do next?",,Implement the agreed-upon risk response,Submit a change request,Perform Integrated Change Control,Perform Qualitative Risk Analysis,A,"The question indicates that the risk described in the question had been identified and accounted for during project planning. The implementation of a risk response may or may not result in a change request. Typically, a change request is not required for a risk that has already been identified and accounted for during risk response planning. Therefore, of the choices given, the best answer to the question is for the project manager to implement the agreed-upon response plan."
104,"A_project to launch a new product to market has just entered its execution, and the purchase orders for the new product are much greater than anticipated, which presents both a threat and an opportunity for the performing organization. The opportunity is the potential for increased sales, and the threat is the inability for production to meet demand causing customer dissatisfaction. The possibility of this situation happening was identified and accounted for during project planning. What should the project manager do next?",,Implement the agreed-upon risk response,Submit a change request,Perform Integrated Change Control,Perform Qualitative Risk Analysis,A,"The question indicates that the risk described in the question had been identified and accounted for during project planning. The implementation of a risk response may or may not result in a change request. Typically, a change request is not required for a risk that has already been identified and accounted for during risk response planning. Therefore, of the choices given, the best answer to the question is for the project manager to implement the agreed-upon response plan."
106,"A_project manager is leading a project to update computer systems. Unfortunately, inadequate training of users on the new system has caused an increase in transaction times. After implementing the risk response, the project manager has collected data on average transaction times, which will be required to assess the effectiveness of the risk response. What should the project manager do next?",,Implement the fallback plan,Update the risk report with the new information,Report the findings to the stakeholders in accordance with the communications management,Use technical performance analysis to evaluate the transaction time data,D,"Technical performance analysis is used as a tool in the Monitor Risks process, and it may expose the degree of technical risk faced by the project. Technical performance analysis examines the technical accomplishments of the project and determines if they are progressing according to the plan. In this scenario, this analysis would be used to compare actual results, such as transaction times, against performance targets. Since the project manager has collected technical performance measurements in the form of transaction data, the next step is to conduct technical performance analysis."
107,"On a project, the change control board (CCB) is conducting a meeting to evaluate a change request to increase the scope of the project. After reviewing the change request, the CCB must now decide whether to approve the request. They utilize a decision matrix to evaluate the requested change according to a set of predefined criteria. What decision-making technique is the CCB using?",,Voting,Autocratic decision making,Multicriteria decision analysis,Nominal group technique,C,"The PMBOK® Guide identifies three decision-making techniques including voting, autocratic decision making, and multicriteria decision analysis. Of the three decision-making techniques, only multicriteria decision analysis utilizes a decision matrix to evaluate change requests according to a set of predefined criteria."
108,"To ensure that lessons learned are captured and documented throughout the project life cycle, the project manager creates the lessons learned register. What project management process is being performed?",,Direct and Manage Project Work,Monitor and Control Project Work,Manage Project Knowledge,Create Lessons Learned,C,"Manage Project Knowledge is the process of using existing knowledge and creating new knowledge to achieve the project’s objectives and contribute to organizational learning. The lessons learned register is an output of the Manage Project Knowledge process, making this process the best answer to the question asked."
109,"You are managing a project that involves vendors. Midway into project execution, the sponsor hands you a formal letter from the customer informing you that your project has been terminated effective immediately. You are shocked since the project was going well and was forecasted to finish ahead of schedule and under budget. What should you do first?",,Have your attorney call the customer's attorney,Call a meeting with the customer,Continue doing project work until the customer notifies you directly,Close the contracts with the vendors,D,"According to the scenario, the project manager has to begin the Close Project or Phase process. However, before doing this, contracts, if they exist on the project, should be closed as part of the Control Procurements process. Based on the scenario described, the project involves vendors. Therefore, when a project is terminated, contracts with the vendors should be closed. The procedures for formal procurement closure are defined in the contract and included in the procurement management plan. Closed procurements are an output of the Control Procurements process."
110,A_project has been plagued by quality issues in deliverables that risk the achievement of project objectives. The project manager wants to meet with the team to discuss what could be improved going forward. What type of meeting will help the project manager the most in achieving her goal?,,Lessons learned,Kick-off,Team building,Risk review,A,"It can be reasonably assumed that the project manager is involved in the Control Quality process. Meetings are one of the tools and techniques that can be used as part of this process. Typically, there are two types of meetings associated with this process: approved change requests review meetings and retrospectives/lessons learned meetings. The lessons learned meetings are held to discuss topics such as the successful elements in project/phase, what could be improved, what to incorporate in the ongoing project and what in future projects, and what to add to the organizational process assets. According to the scenario, the project manager wants to meet with the team to discuss what could be improved going forward. Of the choices provided, based on its definition and objectives, the lessons learned meeting would help the project manager the most in achieving her goals, thus making lessons learned the best answer to the question asked."
111,"After several iterations spent developing a product, the client states that the product shown at a demonstration does not reflect the product vision and requirements initially discussed. The client says that the product needs significant changes before it would be acceptable. What might have prevented this situation?",,Allowing higher transparency of the work in front of the stakeholders,Following a more rigorous organization's change control process,Isolating the development team from stakeholders to avoid distraction,Managing conflicts more efficiently between the client and the team,A,"The scenario implies the project is lead using an agile approach. To accelerate the sharing of information among stakeholders, agile methods promote aggressive transparency. The intent of inviting any stakeholders (which would include the client) to project meetings and reviews is to surface as quickly as possible any misalignment, dependency, or other issue related to the changing project. On agile projects, often the client, user, and the development team exchange information in a dynamic co-creative process that leads to more stakeholder involvement and higher satisfaction. A product increment developed during the course of an iteration is demonstrated at the end of the iteration rather than after several iterations have been completed. Therefore, of the available options, allowing more transparency of the project work in front of the stakeholders by, for example, having all relevant stakeholders, including the client, periodically participate in project meetings, reviews, and demonstrations most likely would have avoided the problem described in the scenario."
112,"Following is an illustration of a project network activity node that includes some information about activity B. What is the duration of activity B, assuming that work starts on day one?",images\test_1\q_112.png,1,2,3,16,C,"To answer this question, the first step is to understand the meaning of the values displayed on the network activity node. The accepted convention is shown below, where: • ES = early start • EF = early finish • LS = late start • LF = late finish Unless the question explicitly states otherwise, it is recommended to assume that work starts on day 1. Since all values are provided, either one of the formulas can be used to calculate the duration of the activity: EF = ES + D - 1 LF = LS + D - 1 With the values provided in the question, the calculation of the duration using early start and early finish is shown below: 23 = 21 + D - 1 D = 23 - 21 + 1 = 3 With the values provided in the question, the calculation of the duration using late start and late finish is shown below: 39 = 37 + D - 1 D = 39 - 37 + 1 = 3 Now that we have identified the duration of activity B, we can fill in 3 for the duration value in the project schedule network activity node, as illustrated below. We are frequently asked why would a simple subtraction not work in this case? Well, obviously, 23 - 21 = 2. However, as far as activity duration is concerned, the calculation is a bit different and may even sound counter-intuitive. However, when approaching this question with simple logic, no formulas are needed to find the correct answer. Think of this as if the work starts on March 21st at 9am and finishes on March 23rd at 5pm (we assume 8-hour working day, from 9am to 5pm). So the team is working during three working days: 21, 22, 23. Therefore, the duration is 3 days. When a formula is used, the result is 2 days, which contradicts the logic. This is why you would need to add 1. Same goes for 37 and 39. Of course, there are no such calendar dates, but the idea is the same: you work the whole day of 37th, then 38th, and finally 39th. A total of 3 days."
113,"A_project has been experiencing a significant and uncontrolled scope expansion, which has resulted in the project to run over budget and behind schedule. At the end of the project, an analysis is performed to determine the root cause of the issue. What might the analysis reveal as the most significant issue in this scenario?",,A missing or incomplete configuration management plan,The lack of an issue log,An inadequate change management plan,An incomplete risk register,C,"The scenario suggests there was an uncontrolled expansion of the project scope. A change management plan is a component of the project management plan that establishes the change control board, documents the extent of its authority, and describes how the change control system will be implemented. The change management plan is a critical input in the Control Scope process which defines the process for managing change on the project. Without an effective change management plan, the Control Scope process would be ineffective which may lead to the uncontrolled expansion of the project scope. Therefore, of the available choices, the most likely cause of the uncontrolled expansion of the project scope is an inadequate change management plan."
114,A_project is underway when a change request is submitted proposing the use of a substitute material to reduce the cost of the product. The request has been reviewed and denied due to a concern with the environmental impact of the proposed substitute. What should the project manager do next?,,Update the change log and communicate the decision to the party who requested the change,Communicate the decision to all project stakeholders,Update the issue log and communicate the decision to the party who requested the change,"Since the request was denied, no further action is necessary",A,"The disposition of all change requests is recorded in the change log as a project document update. Since the question states that the request was denied, the decision only needs to be communicated to the requesting party. Therefore, updating the change log and communicating the decision to the person or group that made the request is what the project manager should do next."
115,"The project you are managing requires the rental of equipment. If your primary supplier cannot provide the necessary equipment on time, you may need to rent the equipment at higher rates from a different supplier. To address this risk, you have added contingency reserves. Fortunately, the primary contractor provides all the equipment on time with no delays. What should you do next?",,Update the risk register and release the contingency reserves associated with the risk,Update the risk register and keep the contingency reserve as an added buffer for overall project,Inform the project sponsor and stakeholders that all the equipment has been provided,Update the lessons learned register to reflect that the contingency reserve was not necessary,A,"The question suggests that the Monitor Risks process is underway, and project documents including the risk register may be updated during this process. The risk register should be updated to reflect the status of the unrealized risk. Also, since the identified risk did not occur, the unused contingency reserve may be removed from the project budget to free up resources for other projects or operations. Updating the risk register and releasing the funds is what you should do next. While the choice: “Update the lessons learned register to reflect that the contingency reserve was not necessary” is a plausible answer, it is not what the project manager would do 'next', it is something the project manager could do to ensure the information is available to other projects. This would be done after the risk register was updated and the contingency funds released. Note, since the contingency reserves are part of the cost baseline, an approved change request would be required to release the finds. However, this option is not provided. Therefore, of the choices given, updating the risk register and releasing the associated contingency reserves is the best answer to the question asked."
116,You have been newly hired to replace a project manager that is retiring. You would like to understand how to best work with the stakeholders involved in the project. Which of the following would be best for you to review?,,Project charter,Stakeholder register,Stakeholder engagement plan,Requirements management plan,C,Effectively engaging stakeholders and managing their expectations is an essential part of achieving project success. The stakeholder engagement plan includes specific strategies or approaches for engaging stakeholders. This makes the stakeholder engagement plan the best artifact for you to review to understand who will be affected by the project and how to best interact with them.
117,You are leading a hybrid project with an agile team developing the web application and a traditional engineering team to design the servers that will host the application. You want to determine what does your company say about the use of social media tools to communicate and work with the stakeholders to meet their needs and expectations. What is your best course of action?,,Review the stakeholder register,Check the organizational process assets,Consult with the project sponsor,Check the lessons learned repository,B,"Communicating and working with stakeholders to meet their needs and expectations, address issues, and foster appropriate stakeholder involvement is essentially the definition of the Stakeholder Engagement process. According to the scenario, you want to determine what your company says about the use of social media tools to communicate and work with the stakeholders to meet their needs and expectations. This implies you are looking for inputs to the Manage Stakeholder Engagement process. Organizational process assets (OPAs) are one of the inputs to this process. Corporate policies and procedures for social media are an example of OPAs. It is typical for organizations to prohibit or provide guidelines on the use of social media when done on behalf of the business. You should first check the corporate policies and procedures before encouraging employees to use social media as a business tool. Note, the scenario describes a hybrid project which involves an agile team developing the software and a traditional engineering team designing the hardware. This information, however, does not change the correct answer. Regardless of whether the project is predictive, agile, or hybrid, organizational process assets are the best place to find the corporate policies and procedures for the use of social media on projects performed by the organization."
118,"At a project weekly status meeting, the project manager requests an update from a stakeholder who was supposed to implement an approved change request. The stakeholder is surprised saying they were not aware of the change. What should the project manager do immediately?",,Rebuke the stakeholder for the failure to implement the change,Review the communications management plan,Update the stakeholder engagement assessment matrix,See if the change is still needed for the project,B,"The scenario implies there is a problem with project communications. While project communications should be monitored continuously throughout the project, the issue described in the question should specifically trigger the Monitor Communications process in which the project manager and team determine why there was a communications breakdown. In doing so, they may begin to improve project communication effectiveness by submitting a change request to revise the communication management plan and activities. Issues or conflicts, such as those described in the question, frequently act as a trigger for a change request to update the communication management plan and/or communication activities."
119,"A_project manager is explaining to the stakeholders how the new project will mainly focus on the intangible benefits. To provide a better explanation, the project manager wants to give an example of an intangible benefit. Which of the following is best for the project manager to use as an example?",,Monetary assets,Stockholder equity,Market share,Brand recognition,D,"The question divides potential benefits of a project into two groups, tangible and intangible. Tangible benefits are those that can be relatively easily expressed in monetary value, for example, anything that results in the production of a material, software, or service adds value to the organization’s assets, increases stockholder equity, and so on. Intangible benefits are those that cannot be directly and easily expressed in monetary value, however, in the long-term can bring value to the organization. Examples of intangible benefits could be brand recognition, public benefit, or trademarks."
120,"A_project manager is in the process of monitoring the overall progress of project work. The project has been plagued by numerous issues, which have led to cost and schedule overruns. These issues have caused frustration for the project team and sponsor. The project manager will be relieved when the project is over, but there are still several deliverables to be produced. What is the best course of action for the project manager?",,Close the project as quickly as possible and move on to the next project,Capture lessons learned in the lessons learned repository,Downplay the issue to minimize the impact on performance appraisals,Document lessons learned in the lessons learned register,D,"The question indicates that a project which has been plagued by problems and will likely fail to meet project objectives is nearing completion. Sometimes the best thing that can be achieved from a problem-plagued project is the knowledge gained of how to avoid the same problems from occurring on future projects. A poor performing project will very likely have lessons learned which should be captured in the lessons learned register to improve performance on the current project. During project closing, the lessons learned register is transferred to the lessons learned repository which is a store of historical information and available for future projects. Of the available options, the only appropriate action is to document the lessons learned from the project in the lessons learned register."
121,"The project you are leading will use wood pallets supplied by a vendor. During the testing of the first shipment from the vendor, an engineer discovers 10 of the 100 pallets of wood are subpar and do not meet project specifications. What should you do immediately?",,Write an email to the stakeholders explaining the situation,Schedule a meeting with the team to see if the pallets still can be used,Record and document the problem in the project issue log,Call the vendor and express your dissatisfaction with the delivery,C,"It is your duty as a project manager to record and document issues or problems that arise during the course of the project. The project document that captures the issues is called the issue log. Recording the issue immediately ensures that you have accounted for the problem. Be aware that the issue log is initially created in the Direct and Manage Project Work process, but is a project document that is updated throughout the project."
122,"During the production of a company's first ever jet engine, a defect in one of the turbine blades is discovered. The defect is repaired according to an approved process, and then the turbine blade is installed in the engine. During testing, the jet engine is destroyed due to a structural failure of the previously repaired turbine blade. What action may have prevented the engine failure?",,Reviewing the lessons learned repository,Inspecting the turbine blade after the defect repair,Submitting a change request,Conducting product testing by running the engine,B,"The question suggests that the Control Quality process is underway and inspections are one of the tools and techniques associated with this process. An inspection is the examination of a work product to determine if it conforms to documented standards. Inspections can also be used to verify defect repairs. The question indicates that the defect was repaired and then installed in the engine. There is no mention of the turbine blade being inspected after the repair was completed. Therefore, an inspection of the repaired turbine blade is what was missed that may have prevented the engine failure."
123,The project manager and a stakeholder get into a heated debate about the stakeholder's idea requiring a scope change to the project. The project manager says the change will not be implemented and that the stakeholder must drop the idea. The project manager emphasizes that she is the project manager and the decision is final. Should the project manager have responded differently to resolve the conflict?,,No; The project manager has the formal authority to make the final decision.,Yes; The project manager should have discussed the idea with other stakeholders.,No; The project manager was demonstrating the culture in which the company works.,Yes; The project manager should have compromised with the stakeholder.,B,"The project manager is using the force/direct conflict resolution technique, which involves pushing one's viewpoint at the expense of others and offering only a win-lose solution. While force/direct is a legitimate conflict resolution technique, it should be used only when other conflict resolution techniques fail or when the situation warrants this approach. The scenario described in the question does not suggest that other conflict resolution techniques have been used or that the situation is so acute that the project manager was left with no option except to use the force/direct technique. Since it appears the project manager did have other options, she should have pursued a win-win outcome, which the collaborative/problem-solving technique often creates. Discussing the stakeholder's idea with other stakeholders is the only conflict resolution technique offering the possibility of a win-win situation, and therefore is the best answer to the question asked."
124,A_project manager has been experiencing unnecessary delays during project execution in obtaining signatures from senior management due to an inadequate notification process when a signature is required. Addressing the issue only requires a minor update to the communications management plan. What should the project manager do next?,,Update the cost baseline,Update the communications management plan,Submit a change request,Implement the proposed solution,C,"Even though the proposed solution is not anticipated to affect any project constraints, a change request is still required. The proposed solution requires an update to the communications management plan. The communications management plan as a component of the project management plan which can be modified only if a requested change is approved. Regardless of how small the requested change is, it should go through the organization's change control process. Therefore, of the choices provided, the next thing for the project manager to do is to submit a change request."
125,"A_project is about halfway complete. As the project manager, you receive formal notification from the customer that they no longer have funds available to continue the project. After further research, you learn that your customer is liquidating the company and selling off all assets to a competitor for pennies on the dollar. What should you do next?",,Start the Close Project or Phase process,Stop all work on the project and redeploy the resources to other projects,Release the project team,Put the project on hold until the acquiring company decides on how to proceed with the,A,"Even though the project has been terminated by the customer, the Close Project or Phase process must be performed. The Close Project or Phase process establishes procedures to investigate and document the reasons for actions taken if a project is terminated before completion. Additionally, the project information will need to be archived, and established procedures followed to transfer finished and unfinished deliverables. The project team will then be released as part of the Close Project or Phase process."
126,"First, a project manager assisted with the development of the project charter which has been approved. Second, he completed the development of the stakeholder register. What should the project manager do next?",,"
Submit a change request to update any project documents with information gathered during the Identify Stakeholders process 

","
Update the communications management plan to include the communication requirements of stakeholders identified in the newly developed stakeholder register 

","
Update the stakeholder engagement plan with any pertinent information uncovered during the Identify Stakeholders process 

","
Establish the scope of the project, refine the objectives, and define the course of action required to attain the objectives that the project was undertaken to achieve 

",D,"The question states that the development of the stakeholder register has just been completed. The stakeholder register is created during the first iteration of the Identify Stakeholders process. Change requests and project management plan updates can be outputs of the Identify Stakeholders process, but not during the first iteration of the Identify Stakeholders process. The project management plan does not exist when the Initiating Process Group is first completed. Change requests are not required until the project management plan has been completed and approved. Once the project charter and the stakeholder register have been completed at the start of the project, the Initiating Process Group is complete. The next logical step is to begin project planning with the Planning Process Group. The Planning Process Group is represented by the answer choice that defines this group as specified in the reference: ""establish the scope of the project, refine the objectives, and define the course of action required to attain the objectives that the project was undertaken to achieve""."
127,"A_technician has just tested a piece of equipment and found a defect. The technician has informed the project manager and submitted a change request to repair the defect, indicating that the repair will require significant rework. What should the project manager do first?",,Approve the change request,Consult the change management plan,Instruct the team to repair the defect,Reject the change request due to significant rework,B,"During the Perform Integrated Change Control process, change requests may be submitted for review and have a decision made based on the merits of the request. A defect repair may or may not require a change request, and the project manager may or may not have the authority to approve the change request. The change management plan provides direction for managing the change control process and documents the roles and responsibilities. The project manager should check the change management plan first to know which individual or group is responsible for reviewing and making decisions on change requests."
128,"During project initiation, the project stakeholders attend a meeting where they discuss how project success should be determined. The majority of the stakeholders are in favor of measuring project success by meeting the metrics of scope, cost, schedule, and quality only. As the project manager, should you agree with this approach?",,"
Yes, meeting the metrics of scope, cost, schedule, and quality are the most important criteria for measuring project success. 

","
No, the measures of project success should be determined after considering all the project objectives. 

","
Yes, if most of the stakeholders are in favor of a set of success metrics, the project manager should accept the opinion of the majority. 

","
No, the stated metrics are less important than the level of customer satisfaction, which should be the primary measure of project success. 

",B,"Traditionally, the project management metrics of project constraints such as scope, schedule, cost, and quality have been the most important factors in defining the success of a project. More recently, practitioners and scholars have determined that the measures of project success should be determined and defined by considering all the project objectives. In addition to the traditional metrics used to determine project success, today’s measures of project success should be based on careful consideration of the project benefits management plan, meeting the financial measures such as NPV, ROI, IRR, meeting business case nonfinancial objectives, achieving stakeholder satisfaction, meeting organizational strategy goals and objectives, customer adoption of solutions provided, etc."
129,"Project facilities, resources, and stakeholders are geographically distributed. The project manager understands that under these circumstances, communicating and working with stakeholders to meet their needs and expectations, address issues, and foster their involvement will be challenging. What does this challenge represent?",,Organizational process assets,Enterprise environmental factors,Resource breakdown structure,Logistical factors,B,"Communicating and working with stakeholders to meet their needs and expectations, address issues, and foster their involvement is the definition of the Manage Stakeholder Engagement process. One of the inputs to this process is enterprise environmental factors (EEFs). EEFs are conditions that are not under the immediate control of the team, that influence, constrain, or direct the project. The geographic distribution of the facilities, resources, and stakeholders is an example of enterprise environmental factors. These factors represent a challenge to the project manager while managing stakeholder engagement and, therefore, should be taken into consideration."
130,"You are leading a three-phase project to build a prototype. The first phase entails design. In the second phase, the manufacturing team would produce the parts from the design specifications. In the third phase, the production team would assemble the parts to construct the prototype. You are at the end of the first phase. What should you do?",,Transfer the design to the production team to be used during assembly,Transfer the design to the testing team for final verification,Transfer the design to the project management office (PMO),Transfer ownership of the design to the manufacturing team,D,"The question states you are at the end of the first phase, implying you are in the Close Project or Phase process. An output of the Close Project or Phase is the transition of the final product, service, or result to a different group or organization that will operate, maintain, or support it throughout its life cycle. Officially transferring the ownership of deliverables to the assigned stakeholders facilitates project (or phase) closure. In this case, you would transfer ownership of the design to the manufacturing team since they are responsible for the second phase of the project."
131,"You are a project manager at an organization with a project management office (PMO), which maintains complete control of all projects. The PMO has just created a project charter for a project to evaluate and streamline their product offerings and has named you as the project manager. You are employed by which type of PMO organization?",,Supportive,Controlling,Directive,Initiative,C,"The question describes a project management office (PMO) that maintains complete control over projects. Directive PMOs take control of the projects by directly managing the projects. Additionally, a directive PMO assigns project managers, and they report directly to the PMO, as is described by the question. Based on the description provided by the question, the directive PMO is the best answer choice."
132,"You are developing a work breakdown structure (WBS). Based on the required project deliverables, you have currently decomposed the work in the WBS as deep as eight levels down. A team member points out that the WBS must not exceed six levels. What is your best course of action?",,"Continue decomposing the work, but no more than eight levels as specified in the PMBOK®
Guide","Continue decomposing the work as needed with no regard to the number of WBS
decomposition levels","Stop decomposing the work and reference the project management plan for the depth of the
WBS","Modify the WBS to have a maximum of six decomposition levels as requested by the team
member",B,"One purpose of the Create WBS process is to organize the project work into smaller, manageable components so that work packages can be used to estimate time and cost. While excessive decomposition can lead to nonproductive management effort, inefficient use of resources, etc., the PMBOK® Guide does not limit the number of WBS decomposition levels. The level of decomposition is determined by the scope of the deliverable. It is the job of the project manager to be mindful of complexity when decomposing the work."
133,"You are working with your team to create the work breakdown structure (WBS). A team member provides you with the breakdown of work to be performed, which is the last piece needed to finalize the scope baseline. You discover that a critical element is missing. How should you proceed?",,Submit a change request to add the missing element,Have the team start production while you assess the impact and determine if a formal change,Instruct the team member to add the critical element and then resubmit,Determine the impact of the additional element; submit a change request with the impact,C,"Project baselines, including scope, schedule, and cost, are necessary to compare and measure against work performance and project execution. This requires an established baseline in each area. In this question, the scenario implies you are carrying out the Create WBS process, and the scope baseline has not yet been finalized. During project planning, as long as the project management plan has not yet been approved, the components of the plan can be updated as many times as necessary without a formal change control process. Once the scope baseline has been defined, any issues discovered would have to go through the Perform Integrated Change Control process. Changes that may have an impact on the cost, scope or schedule should be evaluated, and those results should accompany the change request."
134,"You are planning a kick-off meeting for your new project. The meeting will communicate the start of the project, key milestones, and other relevant information. Which of the following best describes the objective of this meeting?",,Inform and engage stakeholders and gain commitment,Manage uncertainty and opportunity throughout the project life cycle,Ensure that the required project resources will be available,Manage timely completion of the project,A,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #12 of the planning domain of the Project Management Professional (PMP)® Examination Content Outline states, ""Conduct kick-off meeting, communicating the start of the project, key milestones, and other relevant information in order to inform and engage stakeholders and gain commitment."" Therefore, inform and engage stakeholders and gain commitment is the best answer to the question asked."
135,"To share their concerns about the slow progress of the project, a stakeholder is looking for the escalation process to the senior management team. Where would the stakeholder find this information?",,Escalation management plan,Communications management plan,Project management plan,Stakeholder engagement plan,B,"The Manage Communications process involves providing information as well as allowing stakeholders to request additional information and clarification as needed. In this case, the stakeholder is not pleased with the progress of the project and would like to escalate their concerns. The escalation process is detailed in the communications management plan. While the communications management plan is a subsidiary of the project management plan, the escalation process is specific to the communications management plan making this the 'best' answer."
136,"A_project manager wants to track team member performance, provide feedback, resolve issues, and manage changes to optimize project performance. In what process will the project manager carry out these activities?",,Develop Team,Manage Team,Control Team,Acquire Resources,B,"This question is an example of short, straightforward knowledge-based questions that prospective PMP aspirants may encounter on their exam. Tracking team member performance, providing feedback, resolving issues, and managing team changes to optimize project performance are activities that typically carried out as part of the Manage Team process, making Manage Team the best answer to the question asked."
137,Several stakeholders expressed concern over the lack of notification when project updates were uploaded to the company's intranet. The situation was addressed with an update to the communications management plan that provided for a follow-up email to be sent to the appropriate stakeholders whenever a new report was available for download. Which project document should be updated with the description of the situation along with its progress and resolution?,,Stakeholder management plan,Stakeholder register,Communications management plan,Issue log,D,"The question implies that the Monitor Communications process is being performed, and all the answer choices may be updated because of this process. However, only the issue log is updated with information on issues raised, their progress, and resolution. Among the available options, the issue log provides the best answer to the question asked."
138,"A_project manager asks a consultant to help implement an approved change request, which involves rolling out a service that is new to the company. What tool is the project manager using?",,Specialized knowledge,Technical knowledge,Database management,Expert judgment,D,Expert judgment is a tool used in the Direct and Manage Project Work process. The term refers to using the knowledge and experience of someone who has expertise in completing the types of activities required for the project.
139,"You are approached by a senior manager with upward project influence, who expresses concern about a long-term project you have recently taken over. She asks about your plan to avoid the complications experienced earlier in the project. You are unfamiliar with the previous complications. Which of the following would best help you obtain details about the past complications and help avoid them?",,Risk management plan,Change log,Lessons learned register,Stakeholder register,C,"The lessons learned register is created as an output early in the project in the Manage Project Knowledge process and thereafter used as an input and updated as an output in many processes throughout the project. This register can be a valuable component of a project's success. According to the PMBOK Guide, lessons learned earlier in the project can be applied to later phases to improve efficiency and effectiveness when managing stakeholder engagement."
140,"In planning a project, a project manager wants to prepare a detailed list of individual project risks and identify potential risk responses along with likely risk owners. What should the project manager do?",,Create the risk register,Develop the risk assignments report,Conduct the Perform Quantitative Risk Analysis process,Conduct the Perform Qualitative Risk Analysis process,A,"The question describes the work required to create the risk register, which is an output of the Identify Risks process. The risk register contains details of identified individual project risks as well as potential risk owners and potential risk responses. Therefore, to collect the information desired by the project manager the next logical step is to create the risk register."
141,"During the planning of the construction project you are leading, a team member notices that a steel column in one of the buildings obstructs the path where a water pipe is planned to be installed. You realize that to account for the column, significant changes need to be made to the project management plan. What should you do?",,Update the project management plan as necessary,Keep the plan unchanged since the project is in planning,Consult with the organization's project management office,Submit a change request to update the project management plan,A,"The scenario describes a project in planning. Since project planning is still underway, it can be assumed that the project has yet to be baselined. In such situations, changes are not required to be formally handled by the Perform Integrated Change Control process. As long as the project baselines are not set, you can revisit and update the project management plan as many times as needed without going through the organization's change control process established for the project."
