No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
94,"You are leading a project to renovate a faulty waste treatment facility, which will use the same waste disposal techniques as those currently in place. However, legislation for more stringent waste disposal techniques will likely be voted on in the near future. How should you handle the legislation during the development of the project charter?",,Ignore the legislation as it is an enterprise environmental factor outside the project scope,Assume that the legislation will not pass during construction and update the assumption log,Consider the legislation a constraint of the project,Identify the legislation as a high-level risk that should be documented,D,"If passed, the legislation described in the scenario will require the project to implement waste disposal techniques that will be of more stringent standards than those currently planned for the project. The chance that legislation might pass during construction presents a risk that if realized, could have major implications on project constraints and may have a negative impact on the outcome of the project. Therefore, you should handle the legislation for more stringent waste disposal techniques as a high-level project risk that should be documented during project initiation. Later on, during project planning, the risk will be addressed by the processes of the Project Risk Management Knowledge Area where a risk response plan can be put in place to address the issue if needed."
95,Which of the following is not part of the scope management plan?,,A process for how requirements will be prioritized,A process for preparing the project scope statement,A process that enables the creation of the WBS from the detailed project scope statement,A process that specifies how formal acceptance of the completed project deliverables will be,A,"The scope management plan is a component of the project or program management plan that describes how the scope will be defined, developed, monitored, controlled, and validated. A requirements prioritization process is part of the requirements management plan and not the scope management plan. The incorrect answer choices represent elements that are typically included in the scope management plan."
96,"You are leading a project to renovate a sports stadium. The project has a hard deadline as the work must be completed before the start of the games season. Upon developing and optimizing the schedule, the total float for the project is negative. The project sponsor is adamant that the project must be completed on time at any cost. As you try to find the solution, you realize that none of the activities can be overlapped. What is your best course of action?",,Schedule some activities on the critical path to be performed in parallel instead of in sequence,Do nothing as negative float implies the schedule is adequate to complete the project on time,Perform resource smoothing to bring the schedule into alignment with project goals,Shorten the schedule duration by the least incremental cost by adding resources,D,"The scenario implies you are performing the Develop Schedule process. Crashing is a schedule compression technique used in this process to shorten the schedule duration for the least incremental cost by adding resources. Examples of crashing include overtime, bringing in additional resources, or paying to expedite delivery to activities on the critical path. Crashing works only for activities on the critical path where additional resources will shorten the activity's duration. Crashing will result in higher costs and may also increase project risks. However, unlike fast tracking, crashing does not require project activities to overlap. Since the question states that the project sponsor wants to complete the project at any cost, and activities cannot be overlapped, the most logical approach to address the negative total float and complete the project on time regardless of costs is to crash the schedule."
97,"You are a project manager conducting a team meeting to discuss communications management on your current project. The project information is being managed and distributed using various tools including social media management, electronic communications management, and electronic project management tools. These tools are used to ensure stakeholders can easily access project information in a timely manner. The project team is making use of which one of the tools or techniques associated with the Manage Communications process?",,Project management information system (PMIS),Work performance information,Communications management plan,Project information technology system (PITS),A,"One of the tools and techniques associated with the Manage Communications process is the project management information system (PMIS). The PMIS can be used to ensure that stakeholders can easily retrieve the information they need in a timely manner. The tools associated with the PMIS include electronic project management tools, electronic communications management, and social media management. The PMIS is the tool the team is using in this scenario."
98,"During project execution, the team discovers that some of the buttons on the remote control developed by the project for a new product do not work according to the specifications. A change request is submitted and approved to replace the buttons. Which of the following best describes this change request?",,Corrective action,Preventive action,Defect repair,Gold plating,C,"Approved change requests can be a corrective action, a preventive action, or a defect repair. The question reads, ""some of the buttons on the remote control developed by the project for a new product do not work according to the specifications"". This scenario is an example of a defect repair since it involves taking immediate action to correct a defective product component that does not meet product specifications. The performing organization is neither taking preventive action nor addressing a deviation (corrective action) from the agreed-upon project baselines. Gold plating does not apply here since the organization is adding extra buttons to the remote control unit not as a means of enhancing the product or making the customer happy, but as a means of meeting product specifications."
99,"You are a project manager preparing materials to be used for a status report that will be shared with senior management. The communications management plan indicates that the status report should be sent to senior management on a weekly basis. Included in the status report will be earned value graphs, forecasts, reserve burndown charts, defect histograms, contract performance information, and risk summaries. What type of reporting is being shared with senior management?",,Work performance reports,Work performance data,Work performance information,Work performance status,A,"The project manager is conducting the project management process of Manage Communications. Work performance reports are an input into the Manage Communications process. The key to answering this question correctly is understanding the relationship between work performance data, work performance information, and work performance reports. Work performance data is the raw data which is analyzed in context and becomes work performance information. Work performance information can be organized into work performance reports which can be disseminated to stakeholders."
100,"In the middle of the project to build an e-commerce website, the customer asks the project manager to create a mobile application in addition to the website. This opportunity was identified by the project sponsor early in the project, and then discussed and documented by the project team during project planning. What should be done next?",,Ask the team to begin work on the mobile application,Implement the risk response plan as specified in the risk register,Discuss the opportunity with the project sponsor,Submit a change request to expand the project scope,B,"It is important to remember that risks may include threats as well as opportunities. Therefore, to make sure an organization takes advantage of opportunities, the project should be planned in a way that the opportunities are maximized when they arise. Implement Risk Responses, which is the process the project manager is about to carry out in the scenario described, ensures that agreed-upon risk responses are executed as planned in order to address overall project risk exposure, minimize individual project threats, and maximize individual project opportunities. The question states that the opportunity described by the question was identified and analyzed during project planning, which suggests it was recorded in the risk register. The risk register will contain the agreed-upon risk response plan (both threats and opportunities) for each individual risk along with the risk owner. The response plan might include submitting a change request to take advantage of the opportunity as an element. Therefore, of the available choices, a review of the risk register and the implementation of the risk response plan is what should be done next. One may argue that submitting a change request to expand the project scope is a better answer choice. Well, indeed, this could be a plausible correct answer since the scope baseline will have to be updated to reflect the scope change. This question is a good example of what you will see on your real exam – two answer choices which could be equally correct. Both submitting a change request and reviewing the risk register and implementing the risk response plan are plausible next steps a project manager could take in this situation. We have selected reviewing the risk register just because we could not mark two choices being correct answers. The main lesson to take from this question is to be ready during the real exam to face ambiguous questions with answer choices extremely close to one another and always select the answer choice you think "
101,"You are preparing the plan for the acquisition of the team, which will manufacture product prototypes. Given the highly regulated nature of the work, you will need assistance in ensuring compliance with all the various government and union regulations. What tool or technique is most useful in this situation?",,Expert judgment,Project management information systems (PMIS),Variance analysis,Analogous estimating,A,"The question suggests that the Plan Resource Management process is underway, and expert judgment is one of the tools and techniques that can be useful in this process. Expert judgment is judgment provided based upon expertise in an applicable area of the activity being performed. Expertise should be considered from individuals or groups with specialized knowledge or training in complying with the applicable government and union regulations. Of the available answer choices, expert judgment is the most useful in the scenario described by the question."
102,"As part of the quality assurance efforts, the project team identifies that several deliverables do not conform with the quality requirements. What should the team do next?",,Review the quality management plan to determine what to do with the nonconforming products,Perform the Plan Quality Management process,Review the risk report to gain guidance on what corrective action should be implemented,Document the findings and repair the deliverables,A,"The quality management plan defines the acceptable level of project and product quality and describes how to ensure this level of quality in its deliverables and processes. The quality management plan also describes what to do with nonconforming products and what corrective action to implement. Therefore, reviewing the quality management plan is what the project manager should do next."
103,"A project to build a wireless network in a city is nearing completion. An inspection at one of the sites reveals an issue with the fiber optic cables. To resolve the issue, the team replaces the faulty cables. Before requesting customer sign-off on the project, you want to verify that this issue hasn’t impacted other project sites and that the cables on those sites comply with the project’s quality standards and requirements. What should you do?",,Use the change control system,Conduct root cause analysis,Perform product testing,Apply benchmarking,C,"The question implies you are performing the Control Quality process by measuring the completeness and compliance of the product prior to customer acceptance and final delivery. Among the choices given, only root cause analysis and product testing are tools and techniques of the Control Quality process. Root cause analysis can be eliminated because the goal described in the scenario is not trying to identify the root cause of the faulty cables; rather, to verify that the cables meet the project’s quality standards and requirements. Product testing helps to identify defects or nonconformance problems and can be performed throughout the project to formally demonstrate, with reliable data, that project requirements have been met. Therefore, of the choices provided, product testing is the best answer to the question asked."
104,"As the project manager begins the Collect Requirements process, it is becoming evident that only high-level requirements are known at this moment, and the scope will be evolving as the project work is carried out. Therefore, the decision is made to develop the product incrementally using agile practices. The sponsor states that quality will be a primary focus. What is the best course of action for the project manager to ensure that the effectiveness of the quality process is reviewed throughout the project life cycle?",,Assess the quality management process at the project retrospective,Include a quality review with each iteration retrospective,Discuss the sponsor's call for quality at each daily standup meeting,Include a quality section in the lessons learned register,B,"The scenario implies that the project is managed using a combination of traditional and agile project management approaches, where the requirements are collected using the traditional Collect Requirements process and the product is developed incrementally using agile practices to accommodate the fact the requirements are unknown up-front. Agile methods call for frequent quality and review steps that are built-in throughout the project rather than just at the end of the project. Recurring iteration retrospectives regularly check on the effectiveness of the quality processes. They look for the root cause of issues and then suggest trials of new approaches to improve quality. Subsequent retrospectives evaluate any trial processes to determine if they are working and should be continued, adjusted, or dropped from use. Therefore, in this hybrid environment, of the choices provided, to ensure that the effectiveness of the quality process is reviewed throughout the project life cycle, including a quality review with each iteration retrospective is the best course of action for the project manager."
105,"Your company's project management office maintains checklists and forms for project management activities which are stored in the corporate digital database and organized in folders with the following labels: verified deliverables, project exit criteria, close procurements, administrative closure. You need guidelines on how to transfer ownership of the final output of your project to the operations team. Which folder will help you the most?",,Verified deliverables,Project exit criteria,Closed procurements,Administrative closure,D,"The scenario states that you need guidelines on how to transfer ownership of the final output of your project to the operations team, which implies that you are performing administrative closure of the project. Of the choices provided, only the file labeled 'administrative closure' most closely resembles the formal term of the administrative closure of the project. All the other files describe activities carried out prior to closing. Note, 'administrative closure' is mentioned only once in the reference provided and may not necessarily ""ring a bell"" as far as project closure is concerned. Therefore, one of the techniques to answer the questions on the PMP exam where the correct answer does not ""jump"" at you or cannot be unequivocally supported is by excluding implausible answer choices."
106,"A project manager is in the execution stage of a construction project. Poor weather conditions that have hampered progress on the project caused the project to fall behind schedule. Additionally, two of the vendors have been unable to perform as contracted. The project manager now needs to implement the responses planned for these risks. What tool or technique will be most valuable to the project manager in this scenario?",,Influencing to encourage risk owners to take necessary action,Facilitation to improve the effectiveness of risk responses,Reserve analysis to determine if the remaining reserve is adequate to implement the risk,Probability and impact matrix to assess the odds that the risk responses will be successful,A,"The question indicates that previously identified and analyzed risks have been realized, and response plans need to be implemented, which implies that the Implement Risk Responses process needs to be performed. Some response actions may be owned by people outside the immediate project team or who have competing demands. The project manager may need to exercise influencing to encourage nominated risk owners to take necessary action where required. The incorrect answer choices represent tools and techniques which are more likely to be used during other processes in the Project Risk Management Knowledge Area. Therefore, of the available choices, influencing will be the most valuable tool or technique to the project manager in this scenario."
107,"As a project manager, you are finalizing all of the activities related to your current project. As part of this process, you have prepared a report which summarizes the project performance. What should you do to determine how to disseminate this information to the relevant project stakeholders?",,Look in the final project report,Send the report to all stakeholders,Review the project management plan,Read the stakeholder register,C,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #4 from the closing domain states, ""Prepare and share the final project report according to the communications management plan in order to document and convey project performance and assist in project evaluation."" The final project report is the report which summarizes the project performance. The communications management plan describes how, when, and by whom information about the project will be administered and disseminated. However, the communications management plan is not listed as an answer choice. The communications management plan is a subsidiary of the project management plan. Therefore, of the available choices, the project management plan is the best source of information on how the report should be disseminated."
108,"You are initiating a project to construct a potable water system for a developing country. You have reviewed the business case, benefits management plan and the memorandum of understanding for the project. During a meeting with stakeholders, the project's objectives, success criteria, and high-level requirements have been determined. What else will assist you the most in completing this process?",,Understanding labor rules and regulations in the target country,Creating a detailed description of the project deliverables,"Creating a document that describes how requirements will be analyzed, documented, and",Creating a document that describes how and when the benefits of the project will be delivered,A,"In the scenario described, you have reviewed the business case, benefits management plan, a memorandum of understanding (MOU), as well as determined project objectives, success criteria, and high-level requirements. These activities are performed during the Develop Project Charter process. Inputs to the Develop Project Charter process are the business case, agreements (MOU is an agreement), enterprise environmental factors (EEF), and organizational process assets. EEF refer to conditions, not under the control of the project team, that influence, constrain, or direct the project. Labor rules and regulations in the target country can constrain the project and are not under the control of the project team. Therefore, these rules and regulations are considered EEF. Understanding these components of the EEF is likely to assist you the most in completing the Develop Project Charter process. Therefore, of the choices provided, understanding rules and regulations in the target country is the best answer to the question asked."
109,You have just taken over a project to create a new internal communications portal for a real estate development company. The project is currently in the execution stage and about halfway through the project timeline. The company is very dynamic and growing rapidly which has made the project especially challenging. What is the best strategy for this environment?,,Taking an iterative approach to stakeholder engagement,Creating a robust change control system to prevent changes,Developing a highly detailed work breakdown structure (WBS) during initial project planning,Minimizing the contingency and management reserves to help control the budget and schedule,A,"The question states that the performing organization is very dynamic and growing rapidly. In this environment, the project requirements will need to evolve along with the company's ever-changing needs. As it pertains to stakeholder engagement, stakeholders and stakeholder requirements will change throughout the project. The process of identifying and engaging stakeholders for the benefit of the project should be iterative, and an iterative approach will be critical to the success of the project when the corporate environment is changing rapidly. Therefore, of the available options, the best course of action in this scenario is to take an iterative approach to stakeholder engagement. The incorrect answer choices all represent approaches that would limit flexibility rather than allow the project to adapt to an ever-changing environment."
110,"You are in the process of finalizing all activities for your project. As part of this process, you are preparing the final project report which includes a summary of the project performance. Once the final report is complete, what should you do next?",,Release the project team to start the next project,Share the report according to the communications management plan,Analyze how the final product of the project achieved the business needs identified in the,Capture any risks or issues encountered during the project and how they were addressed,B,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #4 from the closing domain states, ""Prepare and share the final project report according to the communications management plan in order to document and convey project performance and assist in project evaluation."" Once the final report is complete, the next logical step is to share the report according to the communications management plan."
111,"One of your developers resigned, which caused the project to fall behind schedule. Fortunately, you have a new developer starting next week. You are preparing for an important meeting with key stakeholders at the end of the week, and you strongly believe that you can bring the project back on track within the next three weeks. However, if you report that the project is behind schedule, you are concerned that the project may be canceled and your reputation damaged. What will you do?",,Report that the project is currently behind schedule,Cancel the meeting and reschedule it in three weeks when the project should be back on schedule,Leave the schedule information out of the report and only provide it if asked,Report that you are confident that the project will be completed on time,A,"The scenario describes a situation in which you, as the project manager, must decide if and when to disclose potentially damaging information about project performance. At a minimum, you must accurately report that the project is currently behind schedule. This information is vital to the progress of the project and should be disclosed to the stakeholders. The PMI Code of Ethics and Professional Conduct states, ""We provide accurate information in a timely manner."" Withholding, delaying, or minimizing the significance of project status is inconsistent with the value of honesty outlined in the PMI Code of Ethics and Professional Conduct. In addition to reporting the current status of the project schedule, it would be entirely appropriate to express your belief that you are confident in your ability to complete the project on time supported by relevant facts. However, first of all, you must report that the project is currently behind schedule."
112,A project manager is leading a large and complex project. The project management plan has just been reviewed and approved by the project sponsor and other relevant stakeholders. What should the project manager do next?,,Determine the project budget,Develop the project schedule,Create the stakeholder register,Conduct the project kick-off meeting,D,"The question states that the project management plan has been finalized, which indicates that the project planning has been completed. The project kick-off meeting is usually associated with the end of planning and the start of executing. For large projects, the kick-off meeting takes place with the processes in the Executing Process Group. All of the other answer choices describe activities that should have occurred earlier in the project before the project management plan has been approved. Therefore, of the choices given, conducting the project kick-off meeting is what the project manager should do next."
113,"You are managing a project to develop a new instrument. During planning, the number of design reviews was reduced. This reduction in design reviews allowed a lower project budget and a shorter timeline. The instrument has been transitioned to operations, and unfortunately, the support costs are significantly higher than expected as several field modifications on the instrument are being performed. What could you have done differently to help avoid this situation?",,Nothing. Limiting the number of design reviews will always increase the product's operating costs.,Consider the impact of fewer project design reviews before deciding to reduce them,Planned a better transition to operations,"Nothing, you are only responsible for the outcome of your project.",B,"Project Cost Management should consider the effect of project decisions on the subsequent recurring cost of using, maintaining, and supporting the product resulting from the project. In the scenario described, the number of design reviews was limited allowing for a lower budget and a shorter timeline. However, the subsequent support costs are higher than anticipated and could be a result of the reduction in the number of design reviews. Therefore, if you had considered the impact of fewer project design reviews before deciding to reduce them, perhaps the higher support costs could have been avoided."
114,"You are leading a large project with multiple teams. You want to have a graphical representation of your project organization in detail, including reporting relationships. What of the following would best address your needs?",,Organizational breakdown structure,Flowchart,Project organization chart,Responsibility assignment matrix,C,"The scenario suggests you are carrying out the Plan Resource Management process and looking for a document that can graphically present the entire project organization and its reporting relationships in order to assemble a very large project team. The project organization chart is designed specifically for this purpose and can be expanded to include as much detail as needed, which is typically a requirement for large project organizations. And although the organizational breakdown structure is similar, it is used to document existing organizations rather than project teams."
115,"A vendor, under a fixed price incentive fee (FPIF) contract, is inquiring about the incentive payment for building the fence for a new ballpark ahead of schedule. As agreed upon in the contract, the vendor was to receive a ten percent bonus if the fencing was delivered before the deadline. In what process would the payments to the seller be made and monitored?",,Control Procurements,Control Resources,Control Costs,Conduct Procurements,A,"Sellers (whether vendors, suppliers, subcontractors, etc.) are considered outsiders to the company and therefore should be handled using the processes of the Project Procurement Management Knowledge Area. Knowing this distinction, the answer choices could be narrowed to the Conduct Procurements and Control Procurements processes. The Conduct Procurements process involves steps that end with awarding a contract. Monitoring that the work being performed meets contractual terms and issuing payment is part of the Control Procurements process."
116,"A project manager is leading a project whose stated goal is ""to reduce transaction times and increase customer satisfaction."" A benefit analysis with key stakeholders confirmed that the project was in alignment with organizational strategy. At the conclusion of the project, the project scope was completed on time and within budget. However, the stakeholders cannot agree whether or not the project was a success. What most likely happened in this situation?",,The project lacked measurable objectives,The project experienced scope creep during execution,The project management plan was incomplete,The benefits alignment plan was flawed,A,"Project stakeholders may have different ideas as to what the successful completion of a project will look like and which factors are the most important. It is critical to document the project objectives clearly and to select objectives that are measurable. The question indicates that the stated goal of the project is ""to reduce transaction times and increase customer satisfaction."" These objectives are ambiguous and can lead stakeholders to have different perceptions regarding project success even with the project scope completed on time and within budget. The stated project objective fails to address how transaction times and customer satisfaction will be measured, what metrics will be used, or provide measurable success criteria. Therefore, of the available choices, the lack of measurable project objectives most likely caused the stakeholders to be in disagreement regarding the success of the project."
117,"As a project manager, you just completed planning a corporate restructuring project. Before project execution can begin, the project sponsor notifies you that the project is being terminated immediately. You are told that the organization has just announced a merger which renders the project obsolete. With the project canceled before the execution stage, what should you do next?",,Obtain financial and administrative closure of the project,Stop all project work and release the project team,Transfer ownership of deliverables to the appropriate stakeholders,Place the project on hold until it can be reauthorized after the merger is finalized,A,"The question states that the project has been terminated. Even though at this stage of the project, only the project management plan and project documents exist, there are still activities associated with the Close Project or Phase process that must be performed. Therefore, the next action is to obtain financial and administrative closure of the project."
118,"In order to take advantage of the best talent available, a project manager recruits developers internationally rather than just locally. She is delighted to have acquired such highly skilled individuals but now needs to develop them into a cohesive team. Ideally, the project manager would like to bring everyone together at the home office, but the project budget does not allow for travel expenses. What is the best tool or technique for the project manager to use in this situation?",,Sensitivity analysis,Recognition and rewards,Virtual teams,Colocation,C,"The question suggests that the Develop Team process is being performed, and virtual teams is a tool that may be used during this process. A virtual team can use technology to create an online team environment to build team cohesion. In this way, the project manager can take advantage of a broader pool of candidates without paying travel expenses. The use of a virtual team is the best tool that the project manager can use under the circumstances provided in the question."
119,A project requires the coordination of several vendors to produce the project deliverables. The new project manager wants to ensure that the project continues without disruption from the change in project leadership and would like to understand what communication technology and methods are being used in the project. What should the project manager do next?,,Look in the project management plan,Refer to the stakeholder engagement plan,Speak with the company's communications manager,Examine the procurement management plan,A,"The communications management plan is the component of the project management plan that describes how, when, and by whom information about the project will be administered and disseminated. Communication methods and communication technology are among the tools and techniques that are used during the Manage Communications process, and this type of information is included in the communications management plan. Note that the better answer to the question asked is to review the communications management plan; however, that option is not listed among the answer choices. Therefore, since the communications management plan is a component of the project management plan, of the options presented, looking into the project management plan is the best answer to the question asked."
120,Which of the following choices represents the correct sequence of actions a project manager should take before project planning starts?,,"Perform stakeholder analysis, create stakeholder register, resolve issues raised by stakeholders","Define scope, collect requirements, create the work breakdown structure","Plan stakeholder engagement, create power/interest grid, manage stakeholder engagement","Create the project charter, create stakeholder register, inform stakeholders of the approved",D,"The sequence 'create the project charter, create stakeholder register, inform stakeholders of the approved project charter' is the only option with the correct action sequence before project planning starts. It is important that the project manager informs the stakeholders of the project charter once it is approved and before moving into planning processes in order to ensure a common understanding of the key deliverables, milestones, and the roles and responsibilities of all those involved in and impacted by the project."
121,You are a project manager leading your team to develop the stakeholder engagement plan for a software development project. Which of the following enterprise environmental factors might influence this process?,,Templates,Lessons learned repository,Team charter,Stakeholder risk appetites,D,"The question states that the stakeholder engagement plan is being created which implies that the Plan Stakeholder Engagement process is being performed. Stakeholder risk appetites can affect how stakeholders are engaged, and stakeholder risk appetites are among the enterprise environmental factors that may influence the Plan Stakeholder Engagement process. Of the available choices, only stakeholder risk appetites are considered solely as an enterprise environment factor. All of the incorrect answer choices are examples of organizational process assets."
122,"After reviewing comments from a participant survey from a project kick-off meeting, it is clear that more frequent breaks would have helped the participants maintain focus throughout the meeting. Where should this information be captured?",,"The kick-off meeting is over, so this information is no longer relevant",Stakeholder register,Lessons learned register,Lessons learned repository,C,"Surveys are a popular method of gathering valuable feedback from meeting participants, which can be used to improve the effectiveness of future meetings. The lessons learned gained from the feedback should be captured in the lessons learned register. The lessons learned register is a project document used to record knowledge gained during a project so that it can be used in the current project. During the Close Project or Phase process, the lessons learned register is archived as an organizational process asset for use on future projects. Therefore, of the choices given, capturing the feedback in the lessons learned register is the best answer to the question asked."
123,A project experiences unexpected delays and cost overruns. The project manager compares the cost and schedule forecasts to the project plan and determines that the scope of the project needs to be curtailed in order to meet the deadline. In what process did the project manager determine that the scope of the project should be reduced?,,Manage Communications,Perform Integrated Change Control,Control Costs,Monitor and Control Project Work,D,"Work performance data is generated in the Executing Process Group and used as an input to the control processes. Then processes in the Monitoring and Controlling Process Group generate work performance information used as an input to the Monitor and Control Project Work process. Then in the Monitor and Control Project Work process, the work performance information is analyzed and used to generate work performance reports, such as progress or status reports, which can be used to compare the plan against actual performance. It is at this juncture, in the Monitor and Control Project Work process, that a project manager would have the information to determine whether to cut back on the scope to meet the cost and schedule constraints. If the decision requires a change in scope, then a change request should be created and managed using the Perform Integrated Change Control process, and if needed, submitted to the change control board (CCB) for a review. It will be up to the CCB whether to approve, reject, or make any other decision regarding this change."
124,"A senior officer has asked you to manage the development of a new product that the company has found to be economically feasible. You prepare a document outlining the key project objectives, high-level requirements, high-level project and product descriptions, and present it to a committee of senior officers for approval to start the project. Which of the following documents are you preparing in this scenario?",,Business case,Project charter,Project scope statement,Strategic business management plan,B,"The PMBOK® Guide defines a project charter as ""the document issued by the project initiator or sponsor that formally authorizes the existence of a project and provides the project manager with the authority to provide organizational resources to project activities."" The charter authorizes both the project and the project manager, and at a high-level, ensures a joint understanding by the stakeholders of the key deliverables, milestones, and the roles and responsibilities of everyone involved in the project. The document described in the scenario is approved by a committee of senior officers resulting in a document that authorizes the project and the project manager and provides high-level information on what the project is intended to satisfy. Therefore, the document is best described as a project charter."
125,You have begun evaluating sellers' progress in producing project deliverables to see if there have been any reported issues with quality or availability as well as how the schedule and cost are comparing to the agreement with the vendor. The activities you are performing can best be described by which of the following?,,Plan Procurement Management,Conduct Procurements,Performance measurements,Performance reviews,D,"The activities described in the scenario are part of a performance review, a data analysis technique used in the Control Procurement process. Such reviews determine and document the vendor's progress in delivering the contracted products within cost, on schedule, and of the quality required as compared to the contract."
126,"The project manager conducts a daily morning meeting with the project team to synchronize activities and develop a plan for the day. In one of these meetings, a dispute arises between two of the team members and it becomes apparent that they are referencing two different versions of the same document. What should the project manager do first?",,Capture the information on the issue log,Submit a change request,Consult the resource calendar,Document the problem in the change log,A,"The question implies that the Direct and Manage Project Work is being carried out. The issue log is first created as an output of the Direct and Manage Project Work process. The issue log is a project document where all issues are recorded and tracked. Data on issues may include the issue type, who raised the issue and when, description, priority, who is assigned to the issue, target resolution date, status, and final resolution. Having two different versions of the same document leading to a dispute between the team members and potentially resulting in incorrectly developed project deliverables is definitely an issue. Capturing this issue in the issue log is what the project manager should do first."
127,"Despite the project team's best efforts, the product quality is failing to meet project requirements. The project manager creates the following diagram and asks the project team for assistance in filling in the diagram's components. What should the project team do first?",images\test_3\q_127.png,Define the problem statement or effect,Organize potential causes into groups,Record the series of steps that lead to the defect,Organize the potential causes of defects in rows and columns,A,"The question presents the template for a cause-and-effect diagram. Cause-and-effect diagrams are also known as fishbone diagrams, why-why diagrams, or Ishikawa diagrams. This type of diagram breaks down the causes of the problem statement identified into discrete branches, helping to identify the main or root cause of the problem. The first step in completing the cause-and-effect template is to define the problem statement, or effect, which is placed in the large box at the head of the fishbone. The next step is to label the branches with the main categories for potential sources of defects (materials, equipment, procedures, people, etc.). Finally, brainstorming is performed to determine the possible causes and then attach them to the appropriate branches. Therefore, of the choices provided, defining the problem statement or effect is the first thing for the team to do and is, therefore, the best answer to the question asked."
128,"The project team has completed a prototype. Product testing has revealed that a component of the machine does not have the longevity required by project objectives. A change request has been submitted and approved to replace the part with a more durable component. Once the implementation of the approved change request is complete, what should the project manager do next?",,Update the lessons learned register with the situation encountered and its resolution,Update the risk register to reflect that the risk no longer exists,Update the scope baseline to indicate that the actual scope is aligned with the planned one,Update the issue log with the final status of the issue,D,"The issue log is a project document where all the issues encountered during a project are recorded and tracked. A problem as significant as that described by the question should have been captured in the issue log when it occurred. Once the approved change request has been successfully implemented, the issue log should be updated to reflect the final solution. Therefore, of the available choices, the issue log should be updated next to document the fact that the issue has been resolved."
129,"During project execution of a high priority project, a previously identified risk is realized. The project manager sends an email to the risk owner and receives an automated response indicating that this individual will be out of the country on vacation for the next two weeks. The risk owner did not disclose a backup contact to use during the interim. What should the project manager do first?",,Capture the problem in the issue resolution register,Update the communications management plan,Submit a change request,Record the information in the issue log,D,"The question implies that the project manager was carrying out the Implement Risk Responses process. An issue log is one of the project documents that may be updated during that process. The issue log is a project document where all issues are recorded and tracked. Data on issues may include the issue type, who raised the issue and when, description, priority, who is assigned to the issue, target resolution date, status, and final resolution. The issue log will help the project manager effectively track and manage issues, ensuring that they are investigated and resolved. Therefore, capturing this issue in the issue log is what the project manager should do first."
