No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Hint,Explanation,Details for Answer A,Details for Answer B,Details for Answer C,Details for Answer D
117,"The Manage Communications process has seven tools and techniques, including: ● Communication technology ● Communication skills ● Project management information system ● Performance reporting ● Interpersonal and team skills ● Meetings Which of the following tools and techniques is missing from the list?",,Communication methods,Communication competence,Project communications,Recognition and rewards,A,"Sharing information with stakeholders can include interactive communication, push communication, and pull communication. Correct Answer: A","Manage Communications is the process of ensuring timely and appropriate collection, creation, distribution, storage, retrieval, management, monitoring, and the ultimate disposition of project information. The Manage Communications process has the following seven tools and techniques: ● Communication technology ● Communication methods ● Communication skills (e.g., communication competence) ● Project management information system ● Performance reporting ● Interpersonal and team skills ● Meetings",Communication methodsCorrect. Communication methods classify the different approaches used to distribute the project communications. Communication method is a tool/technique used in the Manage Communications process and is the missing item from the list in the question.,"Communication competenceIncorrect. Communication competence is one of the techniques the PMBOK® Guide includes in the communications skills tool and technique. Since communications skills are already listed in the question, this answer is not the correct choice.","Project communicationsIncorrect. Project communications are outputs from the Manage Communications process, not a tool and technique.","Recognition and rewards--- Incorrect. Recognition and rewards belong under the tool and technique used in the Develop Team process, not the Manage Communications process."
118,Which of the following tools or techniques is used by buyers during the Control Procurements process to verify the compliance of the seller's deliverables to the contract?,,Audits,Inspections,Checklist analysis,Bidder conferences,B,The buyer is examining the work product rather than work processes. Correct Answer: B,"Control Procurements is the process of managing procurement relationships, monitoring contract performance, making changes and corrections as appropriate, and closing out contracts. The process has the following five tools and techniques: ● Expert judgment ● Claims administration ● Data analysis ● Inspections ● Audits",AuditsIncorrect. Audits are structured reviews of the processes used during the Control Procurements process and are not specific to the deliverables.,InspectionsCorrect. Inspections are structured reviews of either the deliverables or a review of the work itself to verify the work complies with the contract. Inspections are techniques used during the Control Procurements process.,Checklist analysisIncorrect. Checklist analysis is a technique for systematically reviewing materials using a list for accuracy and completeness. The PMBOK® Guide does not include checklist analysis as a tool or technique used in the Control Procurements process.,"Bidder conferencesIncorrect. A bidder conference is one of the tools and techniques used during the Conduct Procurement process, which precedes the Control Procurement process."
119,Which of the following is an input to the Acquire Resources process?,,Stakeholder management plan,Pre-assignment,Activity cost estimates,Enterprise environmental factors,D,"Acquire Resources is the first Project Resource Management process of the Executing Process Group, so you should have baselines available that help prepare to select resources and assign them to their respective activities. --- Correct Answer: D","Acquire Resources is the process of obtaining team members, facilities, equipment, materials, supplies, and other resources necessary to complete project work. The Acquire Resources process has the following four inputs: ● Project management plan (resource management plan, procurement management plan and cost baselines) ● Project documents ● EEFs (costs, availability, locations, competence levels, experience, market conditions, organizational structure) ● OPAs","Stakeholder management planIncorrect. Of the project management plan components, the resource management plan and procurement management plan and cost baseline are explicitly listed as input for acquiring resources, not the stakeholder management plan.","Pre-assignmentIncorrect. The physical or team resources may be determined in advance if specified in the project charter, or if the project is dependent upon the expertise of particular persons. However, pre-assignment is a tool for the Acquire Resources process, not an input.","Activity cost estimatesIncorrect. Cost estimates are not a direct input to the Acquire Resources process. Instead, the cost baseline provides the overall budget for the project activities.","Enterprise environmental factorsCorrect. The EEFs that may be helpful for this process include the costs, availability, locations, competence levels, and experience of resources to be acquired and assigned as well as your organizational structure and marketplace conditions."
120,The financial business analyst of an initial public offering (IPO) project meets with the stakeholders to agree on how business requirements will be documented. What is the expected result of this meeting?,,Updates to the requirements management plan,Updates to the business analysis plan,Updates to the requirements documentation,Updates to the stakeholder register,A,Think about which choice is the most relevant output of the Plan Scope Management process with relation to the objective of the meeting. Correct Answer: A,"In this context, the requirements management plan is the most relevant outcome of the meeting described in the question. A critical output of the Plan Scope Management process, the requirements management plan describes how requirements will be analyzed, documented, and managed.","Updates to the requirements management planCorrect. This component of the project management plan describes how requirements will be analyzed, documented and managed, which is the subject of the meeting in question.","Updates to the business analysis planIncorrect. The business analysis plan is another word for the requirements management plan, according to PMI's Business Analysis for Practitioners: A Practice Guide, but in this sample exam, look for an output of the Plan Scope Management process that is commonly known and explicitly listed in the PMBOK® Guide, which is the principal reference for this exam.","Updates to the requirements documentationIncorrect. Requirements documentation describes how individual requirements meet the business need for the project, which was not quite the subject of the meeting in question.","Updates to the stakeholder registerIncorrect. The stakeholder register contains all details related to the identified stakeholders, which is not relevant to the meeting in question."
121,Which of the following is an output of the Monitor Stakeholder Engagement process?,,Resource management plan updates,Project communications,Change management plan,Presentations,A,The project manager may have to adjust team member responsibilities for stakeholder engagement activities. Correct Answer: A,"Monitor Stakeholder Engagement is the process of monitoring project stakeholder relationships, and tailoring strategies for engaging stakeholders through the modification of engagement strategies and plans. This process has the following four outputs: --- ● Work performance information ● Change requests ● Project management plan updates (including the resource management plan, the communications management plan, and the stakeholder engagement plan) ● Project documents updates (including the issu","Resource management plan updatesCorrect. Project management plan updates, including updates to the resource management plan are outputs of the Monitor Stakeholder Engagement process. For instance, these updates contain team responsibilities for stakeholder engagement activities that may need to be updated.",Project communicationsIncorrect. Project communications are inputs (not outputs) of the Monitor Stakeholder Engagement process.,"Change management planIncorrect. Although change requests are outputs of the Monitor Stakeholder Engagement process, the change management plan is not an output.",PresentationsIncorrect. Presentations are a type of tool and technique used in this process. Presentations are not outputs of the Monitor Stakeholder Engagement process.
122,Which of the following is an input to the Plan Procurement Management process?,,Procurement management plan,Procurement strategy,Project charter,Stakeholder management strategy,C,Which document would include preapproved financial resources? Correct Answer: C,"Plan Procurement Management is the process of documenting project procurement decisions, specifying the approach, and identifying potential sellers. The Plan Procurement Management process has the following six inputs: ● Project charter ● Business documents ● Project management plan ● Project documents ● Enterprise environmental factors --- ● Organizational process assets","Procurement management planIncorrect. The procurement management plan is an output of the Plan Procurement Management process, not an input to the process.","Procurement strategyIncorrect. The procurement strategy is an output of the Plan Procurement Management process, not an input to the process.",Project charterCorrect. The project charter is an input to the Plan Procurement Management process.,Stakeholder management strategyIncorrect. The stakeholder management strategy is not a term used in the PMBOK® Guide
123,In which of the following processes could voting be used as a decision-making technique?,,Collect Requirements and Validate Scope,Plan Scope Management and Define Scope,Define Scope and Control Scope,Control Scope and Create WBS,A,Remember the definition of each process to identify which processes may need to use decision-making techniques such as voting. Correct Answer: A,"Decision-making techniques is a team-based approach that useful for engaging stakeholders to define their requirements for the project during the Collect Requirements process, as well as to reach a decision on the validation method and who should perform the validation which is a part of validating scope. The other processes listed in the question do not often use this technique.",Collect Requirements and Validate ScopeCorrect. Decision-making technique is used in the Collect Requirements process to generate and prioritize project requirements by engaging the stakeholders and team members in defining requirements. The Validate Scope process may also need to use the decision-making technique in order to determine whether the validation is performed by the team or others. ---,Plan Scope Management and Define ScopeIncorrect. The Plan Scope Management process often uses expert judgment and meetings to develop the scope management plan while the project scope is often defined through a workshop or using product analysis technique. These two processes do not usually need the decision-making techniques such as voting.,Define Scope and Control ScopeIncorrect. The Control Scope process is to monitor the status of the scope by using the variance analysis technique. It does not require the use of a decision-making technique such as voting.,"Control Scope and Create WBSIncorrect. Both the Control Scope and Create WBS processes do not often use voting. While the Control Scope process only needs to use the variance analysis to monitor the status of the scope against the scope baseline, the Create WBS process mainly uses the decomposition technique to subdivide the project into smaller components."
124,"The Acquire Resources process has eight outputs, including: ● Physical resource assignments ● Resource calendars ● Change requests ● Project management plan updates ● Project document updates ● EEF updates ● OPA updates Which of the following outputs is missing from the list?",,Pre-assignment,Resource availability,Resource chain of custody documentation,Project team assignments,D,"Acquire Resources is the process of obtaining team members, facilities, equipment, materials, supplies, and other resources necessary to complete project work. What would document such acquisitions? Correct Answer: D","Acquire Resources is the process of obtaining team members, facilities, equipment, materials, supplies, and other resources necessary to complete project work. The eight outputs of the Acquire Resources process include: ● Physical resource assignments ● Project team assignments (a project team directory, organization chart, roles, and responsibilities) ● Resource calendars ● Change requests ● Project management plan updates ● Project document updates --- ● EEF updates ● OPA updates","Pre-assignmentIncorrect. The physical or team resources may be determined in advance if specified in the project charter, or if the project is dependent upon the expertise of particular persons. However, pre-assignment is a tool for acquiring resources, not an output.","Resource availabilityIncorrect. Resource availability is information provided by the resource calendars, which serve as an output already listed in the question.","Resource chain of custody documentationIncorrect. The chain of custody documentation for physical resources is not explicitly listed as an output of the Acquire Resources process, nor any other process. This choice is merely made up of legal and project management terms.","Project team assignmentsCorrect. The project team assignments are a principal output of the Acquire Resources process, documenting the team members that have been acquired and their roles and responsibilities for the project, in the form of a team directory, project organization chart, and schedules."
125,Which of the following is an input to the Plan Communications Management process?,,Communications management plan,Project management plan,Requirements traceability matrix,Communications requirement matrix,B,The Plan Communications Management process includes determining the communication needs of stakeholders and team members. Correct Answer: B,"Plan Communications Management is the process of developing an appropriate approach and plan for project communication activities based on the information needs of each stakeholder or group, available organizational assets, and the needs of the project. The Plan Communications Management process has the following five inputs: ● Project charter ● Project management plan ● Project documents ● Enterprise environmental factors ● Organizational process assets ---","Communications management planIncorrect. The communications management plan is an output from the Plan Communications Management process, not an input to the process.",Project management planCorrect. The resource management and stakeholder engagement plans are two components of the project management plan that contain communication information that can be used as an input to the Plan Communications Management process.,Requirements traceability matrixIncorrect. The PMBOK® Guide does not include the requirements traceability matrix as an input to the Plan Communications Management process.,Communications requirement matrixIncorrect. Communications requirements matrix is a fake term made up for this question.
126,Which of the following statements is correct about the Plan Schedule Management process?,,The process has two outputs: the schedule management plan and project documents updates.,"The process has three outputs: the schedule management plan, project management plan",The process has one output: the schedule management plan.,The process has two outputs: the schedule management plan and the schedule model,C,The Plan Schedule Management process is one of the earlier processes in the project life cycle. Correct Answer: C,The Plan Schedule Management process has only one output: ● Schedule management plan,The process has two outputs: the schedule management plan and project documentsupdates. Incorrect. The PMBOK® Guide does not list project documents updates among the outputs of the Plan Schedule Management process. ---,"The process has three outputs: the schedule management plan, project management planupdates, and project documents updates. Incorrect. Neither project management plan updates nor project documents updates are listed in the PMBOK® Guide as outputs of the Plan Schedule Management process.",The process has one output: the schedule management plan.Correct. The schedule management plan is the only output listed in the PMBOK® Guide for the Plan Schedule Management process.,"The process has two outputs: the schedule management plan and the schedule modeldevelopment approach. Incorrect. The schedule model development approach specifies the scheduling methodology and the scheduling tool to be used in the development of the project schedule model and is typically included as part of the schedule management plan. Therefore, this answer is incorrect."
127,"The Plan Procurement Management process has ten outputs, including: ● Procurement management plan ● Procurement strategy ● Bid documents ● Procurement statement of work ● Source selection criteria ● Make-or-buy decisions ● Change requests ● Project documents updates ● Organizational process assets updates Which of the following outputs is missing from the list?",,Risk report updates,Deliverables,Performance reports,Independent cost estimates,D,The correct answer may be useful when choosing a vendor. Correct Answer: D,"Plan Procurement Management is the process of documenting project procurement decisions, specifying the approach, and identifying potential sellers. The Plan Procurement Management process has the following ten outputs: ● Procurement management plan ● Procurement strategy ● Bid documents ● Procurement statement of work ● Source selection criteria ● Make-or-buy decisions ● Independent cost estimates ● Change requests --- ● Project documents updates ● Organizational process assets updates",Risk report updatesIncorrect. The PMBOK® Guide includes the risk register as a project document that might be updated as a result of the Plan Procurement Management process but not the risk report.,DeliverablesIncorrect. Deliverables are not included in the list of the outputs of the Plan Procurement Management process.,Performance reportsIncorrect. The PMBOK® Guide does not explicitly list performance reports as an output of the Plan Procurement Management process.,"Independent cost estimatesCorrect. The performing organization may decide to use an outside estimator to provide a cost estimate that will be used as a benchmark on proposed vendor responses. Therefore, independent cost estimates are outputs of the Plan Procurement Management process."
128,Which of the following is not a tool or technique of the Estimate Activity Resources process?,,Expert judgment,Pre-assignment,Project management information system,Alternative analysis,B,"All the choices support the process of estimating the type and quantities of material, people, equipment, or supplies required to perform each activity, while one precludes the need for an estimate. Correct Answer: B","Estimate Activity Resources is the process of estimating team resources and the type and quantities of material, equipment, and supplies necessary to perform project work. This process has the following seven tools and techniques: ● Expert judgment ● Bottom-up estimating ● Analogous estimating ● Parametric estimating ● Data analysis (alternative analysis) ● Project management information systems (PMIS) ● Meetings ---",Expert judgmentIncorrect. Expert judgment is explicitly listed as a tool for this process. Expertise should be considered from individuals or groups with specialized knowledge or training in either resource planning or estimating for both teams and physical resources.,"Pre-assignmentCorrect. The physical or team resources may be determined in advance if specified in the project charter, or if the project is dependent upon the expertise of particular persons. However, pre-assignment is a tool for the Acquire Resources process, not the Estimate Activity Resources process.","Project management information systemIncorrect. A PMIS is explicitly listed as a tool for this process. Resource management software can help plan, organize, and manage resource pools and develop resource estimates, and possibly define the resource breakdown structures, resource availability, resource rates, and resource calendars to assist in optimizing resource utilization.","Alternative analysisIncorrect. Alternative analysis is explicitly listed as a data analysis technique for this process, to select the best approach for completing the project activities. With alternative analysis, you evaluate options including various levels of skill, different equipment capacities, manual or automated tools, and make-rent-or-buy decisions."
129,Which of the following is not an output of the Control Scope process?,,Work performance data,Work performance information,Project documents updates,Change requests,A,Control Scope is the process of monitoring the status of the project and product scope and managing changes to the scope baseline. Correct Answer: A,"Work performance data is not an output of Control Scope, but an input. The Control Scope process has the following outputs: work performance information, change requests, project management plan updates, and project document plan updates.","Work performance data--- Correct. Work performance data is an output of the Direct and Manage Project Work process during project execution. Such data does not serve as an output of Control Scope, but an input.","Work performance informationIncorrect. Work performance information is a valid output of the Control Scope process, resulting from analysis of work performance data about the number of change requests received, the number of change requests accepted, and the number of deliverables verified, validated, and completed.","Project documents updatesIncorrect. Updates to project documents such as the lessons learned register, requirements documentation, and the requirements traceability matrix are valid outputs in controlling scope.","Change requestsIncorrect. Change requests are valid outputs of the Control Scope process, which is concerned with monitoring the status of the scope of the project and its deliverable products. To manage changes to the scope, variance analysis may determine that change requests for corrective or preventive actions are appropriate."
130,Which of the following is not an input to the Sequence Activities process?,,Approved change requests,Activity list,Milestone list,Activity attributes,A,Sequence Activities is in the Planning Process Group. Which of the answers would not typically be an input to a planning process? Correct Answer: A,"The Sequence Activities process has the following four inputs: ● Project management plan ● Project documents (e.g., activity list, activity attributes, milestone list) ● Enterprise environmental factors ● Organizational process assets The process is where the relationships among the project activities are identified and documented.","Approved change requests--- Correct. Approved change requests are not listed as inputs to the Sequence Activities process in the PMBOK® Guide. Therefore, this choice is the correct answer.",Activity listIncorrect. The activity list contains all schedule activities required on the project that are to be sequenced. The activity list is an example of one of the project documents that are inputs to the Sequence Activities process.,"Milestone listIncorrect. The milestone list may have scheduled dates for specific milestones, which may influence the way activities are sequenced and, therefore, is an input to the Sequence Activities process. The milestone list is an example of a project document.","Activity attributesIncorrect. Activity attributes may describe a necessary sequence of events or defined predecessor or successor relationships, as well as defined lead and lag and logical relationships between the activities. Activity attributes are an example of a project document that is an input to the Sequence Activities process."
131,Which of the following outputs corresponds to the appropriate process?,,Project charter: Plan Resource Management,Team performance assessments: Manage Team,Change requests: Develop Team,Resource requirements: Acquire Resources,C,Read each choice carefully and think about the purpose of each process. Correct Answer: C,"Change requests may result from the Manage Team process. In the Project Resource Management Knowledge Area, change requests are also outputs of the Acquire Resources, Develop Team, and Control Resources processes.",Project charter: Plan Resource ManagementIncorrect. A project charter is an input (not an output) of the Plan Resource Management process.,Team performance assessments: Manage TeamIncorrect. Team performance assessments are outputs of the Develop Team process but not the Manage Team process. ---,Change requests: Develop TeamCorrect. Change requests are outputs of the Develop Team process.,Resource requirements: Acquire ResourcesIncorrect. Resource requirements are outputs of the Estimate Activity Resources process (not the Acquire Resources process). The Acquire Resources process results in outputs such as the physical resource assignments.
132,Which of the following is typically not addressed as part of the roles and responsibilities in the resource management plan?,,Assigned function,Authority,Compensation,Competence,C,Part of the resource management plan provides guidance on roles and responsibilities which may include team members’ required capacity and skill as well as decision-making privileges. Correct Answer: C,"The Plan Resource Management process has three outputs: the resource management plan, the team charter, and project document updates. A major component of the resource management plan is to provide guidance on resource roles and responsibilities, which typically cover four items: role, authority, responsibility, and competency. Salary or compensation is part of cost estimates for all resources but falls in the Project Cost Management Knowledge Area.","Assigned functionIncorrect. A role is a team member’s assigned function in the project (such as civil engineer, business analyst, and testing coordinator), and should be among the documentation of roles and responsibilities in the resource management plan.","AuthorityIncorrect. A team member’s authority may include the rights to apply project resources, make decisions, sign approvals, accept deliverables and influence others to carry out the work of the project, and is indeed included among the documentation of roles and responsibilities in the resource management plan.","CompensationCorrect. Compensation or salary is not explicitly listed as part of the roles and responsibilities described in the resource management plan. Instead, the cost estimated for --- resources to perform the activities required for each work package is connected via organizational procedure links in the WBS.",Competence- A team member’s competence is the skill and capacity required to complete assignedactivities within the project constraints to achieve the desired project performance. Competence is certainly included among the documentation of roles and responsibilities in the resource management plan.
133,Which of the following is a tool or technique used in the Develop Project Management Plan process?,,Data analysis,Decision making,Interviews,Document analysis,C,Specific information needs to be obtained from stakeholders to develop the project management plan. Correct Answer: C,"The Develop Project Management Plan has the following four tools and techniques: ● Expert judgment ● Data gathering (e.g., interviews) ● Interpersonal and team skills ● Meetings Develop Project Management Plan is the process of defining, preparing, and coordinating all plan components and consolidating them into an integrated project management plan.","Data analysisIncorrect. Data analysis techniques are used to organize, assess, and evaluate data and information. Data analysis is not a tool or technique used in the Develop Project Management Plan process.",Decision makingIncorrect. Decision-making techniques are used to select a course of action from different alternatives. The Develop Project Management Plan process does not use the decision-making tool and technique.,Interviews--- Correct. Interviews are an example of data-gathering techniques where a formal or informal approach is used to elicit information from stakeholders by talking to them directly. Interviews is a tool and technique used in the Develop Project Management Plan process.,Document analysisIncorrect. Document analysis is an example of the data analysis tool and technique. Document analysis is not used during the Develop Project Management Plan process.
134,Which of the following is an input to the Develop Schedule process?,,Agreements,Project schedule,Issue log,Schedule network analysis,A,"Many different aspects need to be considered when developing the project schedule such as the availability of both physical and human resources, as well as any contracts with vendors. Correct Answer: A","The Develop Schedule process is defined as ""the process of analyzing activity sequences, durations, resource requirements, and schedule constraints to create the project schedule model for project execution and monitoring and controlling"". The Develop Schedule process has the following five inputs: ● Project management plan ● Project documents ● Agreements ● Enterprise environmental factors ● Organizational process assets","AgreementsCorrect. Vendors may influence the project schedule as they develop the details of how they will perform the project work to meet contractual commitments. Therefore, agreements are inputs to the Develop Schedule process.","Project scheduleIncorrect. The project schedule is an output (not an input) of the Develop Schedule process that presents linked activities with planned dates, durations, milestones, and resources.","Issue logIncorrect. The issue log is a project document where information about issues is recorded and monitored. While several project documents are inputs to the Develop Schedule process, the PMBOK® Guide does not list the issue log as one of these project documents. ---","Schedule network analysisIncorrect. Schedule network analysis is the overarching technique used to generate the project schedule model. Therefore, schedule network analysis is a tool and technique used in the Develop Schedule process, not an input to the process."
135,Which of the following is not an input to the Control Schedule process?,,The status of activities,Project calendars,Scheduling software,Monitoring and reporting methods to be used,C,The correct answer is an example of an input common to the majority of processes but is not an input to the Control Schedule process. Correct Answer: C,"The Control Schedule process is where the status of the project is monitored to update the project schedule and manage changes to the schedule baseline. The process has the following four inputs: ● Project management plan ● Project documents (e.g., project calendars) ● Work performance data (e.g., the status of activities) ● Organizational process assets (e.g., monitoring and reporting methods to be used)",The status of activitiesIncorrect. The status of activities is included in work performance data which is an input to the Control Schedule process.,Project calendarsIncorrect. A project calendar identifies working days and shifts that are available for scheduled activities. A schedule model may require more than one project calendar to allow for different work periods for some activities. Project calendars are an example of a project document that is an input to the Control Schedule process.,"Scheduling softwareCorrect. Scheduling software is an example of an enterprise environmental factor, which is not listed as an input to the Control Schedule process in the PMBOK® Guide.","Monitoring and reporting methods to be used--- Incorrect. Monitoring and reporting methods to be used in the Control Schedule process are an example of organizational process assets, which are inputs to the process."
136,"When first gathering the project information to be considered as part of collecting requirements, which of the following might be left undone until after the requisite items are gathered?",,Project business case,Agreements,Stakeholder engagement plan,Affinity diagram,D,"Collect Requirements has seven inputs. One of the choices may be a tool, technique, or output that can be left undone until after you have collected the inputs. Correct Answer: D","Collect Requirements is the process of determining, documenting, and managing stakeholder needs and requirements to meet project objectives. This process has these seven inputs, some of which have multiple components: ● Project charter ● Project management plan (scope management plan, requirements management plan, stakeholder engagement plan) ● Project documents (assumption log, lessons learned register, stakeholder register) ● Business documents (business case) ● Agreements ● Enterprise environ","Project business caseIncorrect. The project business case may describe the required, desired, and optional criteria for meeting the business needs and therefore serves as an input business document for the Collect Requirements process.",AgreementsIncorrect. Agreements with suppliers may contain project and product requirements and therefore serve as inputs to the Collect Requirements process.,"Stakeholder engagement planIncorrect. The stakeholder engagement plan is a component of the project management plan that is explicitly listed as an input to the Collect Requirements process, due to the need to understand stakeholder communication requirements and the level of stakeholder --- engagement, and in turn assess and adapt to the level of participation in requirements collection activitie",Affinity diagramCorrect. The affinity diagram does not serve as an input but is instead a tool and technique for the Collect Requirements process. This data representation technique allows large numbers of ideas that have been brainstormed about requirements to be classified into groups for review and analysis.
137,Which of the following is an output of the Plan Communications Management process?,,Project document updates,Risk register updates,Change requests,Project communications,A,"As a result of carrying out the Plan Communications Management process, other documents may need changes. Correct Answer: A","The Plan Communications Management process has the following three outputs: ● Communications management plan ● Project management plan updates ● Project documents updates Plan Communications Management is the process of developing an appropriate approach and plan for project communication activities based on the information needs of each stakeholder or group, available organizational assets, and the needs of the project.","Project document updatesCorrect. The project schedule and the stakeholder register are two project documents that might be updated as a result of the Plan Communications Management process. Therefore, project documents updates are outputs of the process.",Risk register updatesIncorrect. The PMBOK® Guide does not include risk register updates among the outputs of the Plan Communications Management process.,Change requestsIncorrect. Change requests are not an output from the Plan Communications Management process and are typically not outputs of any of the processes where management plans are developed. ---,"Project communicationsIncorrect. Project communications are outputs of the Manage Communications process, not the Plan Communications Management process."
138,Which of the following is not an output of the Manage Quality process?,,Scope baseline updates,Quality control measurements,Issue log updates,Change requests,B,The Manage Quality process uses the measurements gathered during the Control Quality process to determine if the work is the right quality. Correct Answer: B,"Manage Quality is the process of translating the quality management plan into executable quality activities that incorporate the organization's quality policies into the project. The Manage Quality process has the following five outputs: ● Quality reports ● Test and evaluation documents ● Change requests ● Project management plan updates (e.g., scope baseline) ● Project documents updates (e.g., issue log)","Scope baseline updatesIncorrect. As part of the project management plan updates that are outputs of the Manage Quality process, the scope baseline may change as a result of specific quality management activities. Therefore, scope baseline updates are outputs of the process.","Quality control measurementsCorrect. Quality control measurements are inputs to the Manage Quality process, not an output. Therefore, this choice is the correct answer to the question asked.",Issue log updatesIncorrect. New issues raised as a result of the Manage Quality process are recorded in the issue log. The issue log is one example of the project documents updates that are outputs of the Manage Quality process.,"Change requests--- Incorrect. Any changes that occur during the Manage Quality process that impact any of the documents under configuration control require following the organization's change control policy, which typically begins with a change request. Therefore, change requests are outputs of the Manage Quality process."
139,Which of the following is not a component of the scope management plan?,,A process that enables the creation of the WBS from the detailed project scope statement,A process that establishes how the scope baseline will be approved and maintained,A tracking structure that reflects the attributes to be captured on a requirements traceability,A method for obtaining stakeholders' formal acceptance of the completed project deliverables,C,The Plan Scope Management process has two output components of the project management plan. Which of these choices would belong to another component that is not the scope management plan? Correct Answer: C,"The scope management plan is a component of the project management plan that describes how the scope will be defined, developed, monitored, controlled and validated. The scope management plan's components include a process for preparing a project scope statement as well as what is listed in the choices. The exception is a traceability structure that reflects the requirement attributes captured on the traceability matrix, which is a component of the requirements management plan, also known as the",A process that enables the creation of the WBS from the detailed project scope statementIncorrect. This choice describes a valid component of the scope management plan.,A process that establishes how the scope baseline will be approved and maintainedIncorrect. This choice describes a valid component of the scope management plan.,"A tracking structure that reflects the attributes to be captured on a requirementstraceability matrix Correct. This choice describes a component of the requirements management plan, which is an output of the Plan Scope Management process but is distinct from the scope management plan.",A method for obtaining stakeholders' formal acceptance of the completed projectdeliverables Incorrect. This choice describes a valid component of the scope management plan. ---
140,Which of the following is not a tool or technique of the Plan Quality Management process?,,Quality metrics,Interviews,Cost-benefit analysis,Mind mapping,A,"During the Plan Quality Management process, information is collected, and decisions are made on how the project will handle quality. --- Correct Answer: A","The Plan Quality Management process has the following seven tools and techniques: ● Expert judgment ● Data gathering (e.g., interviews) ● Data analysis (e.g., cost-benefit analysis) ● Decision making ● Data representation (e.g., mind mapping) ● Test and inspection planning ● Meetings",Quality metricsCorrect. A quality metric specifically describes a project or product attribute and how the Control Quality process will verify compliance to it. Quality metrics are outputs from the Plan Quality Management process.,"InterviewsIncorrect. Project and product quality needs and expectations can be identified by interviewing experienced project participants, stakeholders, and subject matter experts. Interviews are an example of the data-gathering tool and technique used in the Plan Quality Management process.",Cost-benefit analysisIncorrect. Cost-benefit analysis is part of the data analysis tools and techniques used during the Plan Quality Management process. A cost-benefit analysis will help the project manager determine if the planned quality activities are cost-effective.,"Mind mappingIncorrect. Mind mapping is a diagrammatic method used to organize information visually and can be useful in the rapid gathering of project quality requirements, constraints, dependencies, and relationships. Data representation, of which mind mapping is an example, is a tool and technique used in the Plan Quality Management process."
141,"As part of your communication strategy, you plan to create a website to share information with the project stakeholders. What type of communication method is this?",,Interactive communication,Pull communication,Push communication,Open communication,B,Which of the communications methods is best suited for large volumes of information and/or large audiences? Correct Answer: B,"There are three main communication methods to share information among stakeholders: push communication, pull communication, and interactive communication. Those methods are among the tools and techniques that can be used as part of the Plan Communications Management process implied by the scenario. Pull communication is often used for a mass communication where the recipients may access the content at their discretion, often subject to security procedures. Note, the pull method does not guarante","Interactive communicationIncorrect. Interactive communication occurs between two or more parties performing a multidirectional exchange of information. Example include meetings, phone calls, instant messaging, and video conferencing. Websites are not considered an interactive communication method.","Pull communicationCorrect. Websites are an example of pull communication methods. Of the choices provided, pull communication is the best answer to the question asked.","Push communicationIncorrect. Push communication is sent to specific recipients who need to receive the information. Push communications include letters, memos, reports, emails, faxes, voice mails, blogs, and press releases, but not websites.",Open communicationIncorrect. 'Open communication' is not specified in the PMBOK® Guide as a communication method.
142,Which of the following is an input to the Control Quality process?,,Change requests,Accepted deliverables,Quality control measurements,Quality metrics,D,The Control Quality process is performed to measure the completeness and compliance of a product or service. Correct Answer: D ---,"Control Quality is the process of monitoring and recording results of executing the quality management activities to assess performance and ensure the project outputs are complete, correct, and meet customer expectations. The Control Quality process has the following seven inputs: ● Project management plan ● Project documents (e.g., quality metrics) ● Approved change requests ● Deliverables ● Work performance data ● Enterprise environmental factors ● Organizational process assets","Change requestsIncorrect. 'Approved' change requests are inputs to the Control Quality process. However, change requests are outputs from, not inputs to, the process.",Accepted deliverablesIncorrect. Accepted deliverables are deliverables that have been inspected and approved by the customer and are outputs of the Validate Scope process. The Control Quality process has deliverables as inputs and verified deliverables as outputs.,"Quality control measurementsIncorrect. Quality control measurements are outputs from the Control Quality process, not inputs to the process.","Quality metricsCorrect. Quality metrics describe which project or product attributes the Control Quality process will measure and what will be considered compliant. Therefore, quality metrics are inputs to the process, making this the correct answer."
