No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
105,Who can terminate a contract on a project,,Either party before the start of work,The buyer before the start of work,Either party by mutual consent,Early termination is not an option,C,"Agreements can be amended at any time before contract closure by mutual consent, in accordance with the change control terms of the agreement. The rights and obligations of both parties will be captured in the terms and conditions of the contract. The contract terms may or may not provide circumstances that provide relief from contractual obligations along with any associated penalties. Without knowing the terms of the agreement, of the choices provided, contract termination by the mutual consent is the best answer to the question asked."
106,"You are leading a construction project that involves a vendor. A team member tells you that based on the rough assessment of the vendor's current work in progress, she suspects that the vendor will be unable to complete their work on time. You share your concerns with the vendor, but they claim that they are progressing as planned. What is your best course of action to ensure a mutual understanding of the work in progress",,Conduct a walkthrough,Perform an earned value analysis (EVA),Conduct an audit,Resort to alternative dispute resolution (ADR),A,"The question suggests that the Control Procurements process is underway. An inspection, as it relates to the Control Procurements process, is a structured review of the work being performed by the vendor. The inspection may involve a simple review of the deliverables or an actual physical review of the work itself. On a construction project, inspections may involve walkthroughs of the site by both the buyer and the vendor to ensure a mutual understanding of the work in progress. One may argue that the team member has the figures of the work in progress, allowing the implementation of the earned value analysis (EVA), and, hence, making the EVA a better answer choice. This is not the case, since, according to the scenario, the team member has only a 'rough' assessment of the vendor's current work in progress, and she 'suspects' that the vendor will be unable to complete the work on time. Project managers should not act on suspicions. Facts should be checked, making a walkthrough a better answer."
107,"Your company's PMO has launched an information dashboard that can be used to share project communications with stakeholders. The dashboard will display the same information you have currently been distributing on your project but in a more visual, easy, and quick to read format. You decide to try the dashboard for communications with a select list of stakeholders. What should you do next",,Submit a change request to update the stakeholder engagement plan,Submit a change request to update the stakeholder register,Update the communications management plan,Update the lessons learned register,A,"The decision to utilize a different tool, technique, method, or strategy, for communication with stakeholders requires an update to both the communications management plan and the stakeholder engagement plan. Updates to these plans are among the outputs of the Manage Communications process described in the scenario. However, before a change can be made to any component of the project management plan, an approved change request is required. The change request is key to choosing the correct answer. Ideally, we would like to see an answer choice of requesting a change request for updates to both the communications management plan and the stakeholder engagement plan. However, this option is not provided. Two answer choices partially address the question asked, but neither of them does it thoroughly. Therefore, we have to select the better of the two options. Of the available choices, submitting a change request to update the stakeholder management plan is the best answer to the question asked because the solution includes the change request. It is essential to read all the answer options first before selecting your answer. Sometimes one answer is just a little bit better. Note, the determination that the project is in execution can be made based on the following part of the question: ""The dashboard will present the same information you have currently been distributing on your project..."" Since the project is in execution, it is assumed that the project management plan has already been approved and, therefore, any modification to it requires an approved change request."
108,"You are leading a project to research, develop, design, and manufacture a new internal combustion engine. With the design phase complete, it has become evident that the new engine, although more fuel efficient, is not a viable product due to very high anticipated manufacturing costs. What should you do next",,Continue with the project as originally planned,Submit a change request to update the cost baseline,Recommend the termination of the project,Start the Close Project or Phase process.,C,"The question states that the new engine is not a viable product due to high manufacturing costs. This situation implies that the project objective of producing a viable product cannot be met. When the project objectives cannot be met, the best course of action is to terminate the project. Even though the project should be terminated in this scenario, a project manager lacks the authority to terminate a project. However, a project manager can recommend the termination of a project. Therefore, of the available answer choices, recommending the termination of the project is the best answer to the question asked."
109,"A project manager is assigned to a research and development project for an external client and is currently in the process of developing a list of potential stakeholders. The project is still in the initiation stage, and the project charter has yet to be approved. The project manager has already reviewed an early draft of the project charter and consulted the business documents to find potential stakeholders. What else might the project manager do to identify stakeholders",,Look at the stakeholder register,Review the contract,Research the business case,Read the stakeholder engagement plan,B,"The question implies that the initial pass of the Identify Stakeholders is being performed. The question also indicates that the project is being undertaken for the benefit of an external client. As such, a contract should be in place which defines the agreement between the performing organization and the client. The parties to the agreement are project stakeholders, and the agreement may contain references to additional stakeholders. The incorrect answer choices represent sources of information that have already been reviewed or have not yet been developed at the initiation stage of the project. Therefore, of the available choices, reviewing the contract is the best answer to the question asked."
110,"You are leading a project to renovate and convert a historic building into condominiums. After some demolition, asbestos insulation was discovered. This came as a surprise to the project team. To address the issue, the team recommends some scope changes. However, with the cost of these changes, the budget at completion cannot be met. A change request has been submitted and approved. What should you do next",,Update the cost baseline as outlined in the approved change request,Use contingency reserves allocated for the risk of asbestos insulation,Terminate the project since original project objectives cannot be met,Do not implement the change and proceed as originally planned,A,"The scenario describes an unknown risk that requires changes in scope. In other words, the scenario suggests that the Control Scope process is being carried out. Various components of the project management plan may be updated as a result of this process. The cost baseline is one of them. Changes to the cost baseline are incorporated in response to approved changes in scope, resources, or cost estimates. In this case, scope changes recommended by the team have been approved. The question does not describe all of the changes which were requested. However, at a minimum, and with the given set of the answer choices, the cost baseline must be updated since the question specifically states that the original budget at completion cannot be met. Therefore, of the available choices, updating the cost baseline as outlined by the approved change request is what you, as the project manager should do next."
111,A project manager suspects that duplicate testing performed by one of the company's departments is why the project is behind schedule. The department manager explains that two testing cycles are departmental policy to ensure the highest quality possible. What should the project manager do to find the reason for the project to fall behind schedule,,Do nothing and let the department continue with their practice,Perform data analysis using an Ishikawa diagram,File a formal complaint to the project management office (PMO),Adjust the project schedule to reflect the delays,B,"The project manager's conversation with the department manager suggests the possible cause for the department's slow progress is the duplicate testing policy; however, it is just an assumption. The project manager needs to be proactive and take action. An Ishikawa diagram, which can be used for data analysis, is also known as a cause-and-effect diagram, fishbone diagram, or why- why diagram. This type of diagram breaks down the causes of the problem statement into discrete branches, e.g., activities taking longer than planned, helping to identify the primary or root cause of the problem. Using an Ishikawa diagram will help determine the real root cause for the project to fall behind schedule. This could be the duplicate testing or something else. The root cause analysis will help determine the real underlying reason and enable the project manager to make an informed decision on what actions are required to fix the problem."
112,"A project manager is leading a project in which a vendor was engaged under a time and materials contract. During a procurement audit, it was discovered that the vendor had been using ghost employees to inflate the cost of the project artificially. As a result, the vendor was terminated for cause. Which organizational process asset is updated to ensure the vendor will not be allowed to work on future projects",,Procurement management plan,Procurement file,Lessons learned register,Seller performance evaluation documentation,D,"Of the available options, only the procurement file and the seller performance evaluation documentation are organizational process assets. Seller performance evaluation documentation is prepared by the buyer and documents the seller's ability to continue to perform work on the current contract, indicates whether the seller can be allowed to perform work on future projects, or rates how well the seller is performing the project work or has performed in the past. Additionally, if the vendor was listed as a preapproved seller, then the prequalified seller list should be updated to remove the vendor from being preapproved for future work, but the prequalified seller list was not listed as an answer choice. Therefore, of the choices provided, seller performance evaluation documentation is the best answer to the question asked."
113,"A project manager is performing the activities required to close the project. Although the stakeholders are pleased with the results of the project, there were quite a few missteps along the way, and the project manager and team learned a great deal. The project manager wants to ensure that the knowledge gained from this project can benefit future projects. What should the project manager do first",,Finalize the lessons learned register,Meet with the project managers of future projects and share the knowledge,Prepare the final project report,Hand over the lessons learned register to the project management office,A,"The question suggests that the Close Project or Phase process is being performed. During the Close Project or Phase process, all of the project documents, including the lessons learned register, are updated to their final versions. The lessons learned register is a project document used to record knowledge gained during a project so that it can be used in the current project and entered into the lessons learned repository as part of the Close Project or Phase process. The lessons learned repository is an organizational process asset, which serves as a store of historical information about lessons learned from projects. The lessons learned register should first be finalized before the information is transferred to the lessons learned repository where it will be available for use on future projects."
114,"You are a project manager conducting a meeting with your newly hired project team. The primary purpose of the meeting is to assign roles and responsibilities to the team members. Since the team members are meeting for the first time, you have each of them introduce themselves and participate in a team-building exercise. What stage in the Tuckman ladder model of team development does this scenario represent",,Norming,Forming,Initiating,Mourning,B,The question is referring to the Tuckman ladder of team development. The question describes a meeting where the team is meeting for the first time. The forming phase is where team members meet and learn about the project and their formal roles and responsibilities. The forming phase is the stage of team development that is described by the question.
115,A project manager has been chosen to lead the project to find a location for a second headquarters. The project manager wants to formalize the authority that has been assigned to her and to gain commitment and acceptance for the project. What is the best thing for the project manager to do,,Inform stakeholders of the approved project charter,Obtain project charter approval from the sponsor,Propose an implementation approach,Meet with relevant stakeholders to determine the feasibility of the project,B,"An approved project charter formally authorizes the existence of a project and provides the project manager with the authority to apply organizational resources to project activities. Therefore, if the project manager wants to formalize the authority assigned to her and gain commitment and acceptance for the project, the best thing for the project manager to do of the choices provided is to obtain approval for the project charter from the sponsor."
116,"The project sponsor asks for an estimate of when the project will be complete. In response to this request, the project manager performs a calculation and determines that the project has an SPI of 1.1. Based on this information, the project manager creates an updated timeline and tells the sponsor that the project is estimated to be completed one week ahead of schedule. What has the project manager provided to the project sponsor",,Work performance information,Schedule baseline,Milestone schedule,Schedule forecast,D,The question suggests that the project manager is carrying out the Control Schedule process. Work performance information and schedule forecasts are two outputs of the Control Schedule process. The SPI of 1.1 provided in the question is an example of work performance information. Schedule forecasts are estimates or predictions of conditions and events in the project’s future based on information and knowledge available at the time the schedule is calculated. A schedule forecast was made based upon the SPI of 1.1 and then provided to the project sponsor.
117,The project manager is 6 months into a multi-million-dollar project. The latest analysis shows a CPI of 1.5 and an SPI of 0.6. What should she do,,Nothing. The analysis shows the project is on budget and on schedule.,Consider crashing the project,Replace one of the higher paid team members with a lower- salaried employee,Inform the customer that you are extending the delivery date for the project,B,"Earned value analysis is used in a project to compare planned versus actual schedule performance and planned versus actual cost performance to decide whether a corrective or preventive action is required. A CPI of 1.5 means that the project is getting $1.50 worth of work out of every $1.00 spent. Therefore, the project is under budget, and no corrective or preventive action is required. An SPI of 0.6 means that the project is only progressing at 60% of the rate originally planned. Therefore, the project is behind schedule, and corrective action is required. Since the project is under budget, there is funding to bring additional team members in or crash the project."
118,"Project communications have not been well received. While the technical stakeholders are satisfied with the content of the reports, the human resources stakeholders feel that the content is too technical and therefore do not read the reports. What aspect of planning communications was missed during the development of the communications approach for the project",,Sensitivity and confidentiality of the project information,The method used to distribute project communications,Which stakeholders wield power,Awareness of cultural and personal differences,D,"Cultural awareness is an example of interpersonal and team skills that can be used among the tools and techniques during the Plan Communications Management process. Cultural awareness is an understanding of the differences between individuals or groups and adapting the project's communication strategy accordingly. Culture is often thought of as describing differences in nationality, ethnicity, or race. However, culture can also be used to describe differences in professional discipline. People from different professional disciplines may communicate using different languages, for example, members of technical departments may use more technical descriptions or words specific to their fields which will likely be too technical to the members of the human resource department. In the scenario, the communication issues seem to be related to the technical content. The project manager should have been more aware of the cultural differences within the stakeholder community and adjusted the communications accordingly."
119,"A project requires the use of various contractors to complete the project deliverables, and you have scheduled a bidder conference as part of the procurement process. Which of the following values is best represented by holding a bidder conference",,Responsibility,Honesty,Respect,Fairness,D,"A bidder conference is a meeting between the buyer and prospective sellers before proposal submittal. They are used to ensure that all potential bidders have a clear and common understanding of the procurement and no bidders receive preferential treatment. Of the available choices, providing equal access to information best exemplifies the value of fairness."
120,"To promote continuous improvement, your organization uses a methodology that involves defining the objectives and scope of the project, measuring to obtain data, analyzing the collected data to find the root causes, improving by developing a solution, and controlling by evaluating the implemented solution. What quality improvement method is your organization using",,Total Quality Management (TQM),Six Sigma,Quality function deployment (QFD),Deming's PDCA cycle,B,"The Six Sigma method of quality improvement focuses on increasing the effectiveness and efficiencies of projects and eliminating defects and waste. The Six Sigma method is more comprehensive than prior process improvement initiatives such as Total Quality Management (TQM) and Continuous Quality Improvement (CQI). The scenario describes the steps in the methodology currently in place in your organization. Those steps are the phases of Six Sigma: Define: The objectives and scope of the project are defined. Relevant information about the process and customer are collected. Measure: Data on the current situation and process metrics are collected. Analyze: Collected data are analyzed to find the root cause(s) of the problem. Improve: Solution(s) to the problem are developed and implemented. Control: The implemented solution(s) are evaluated, and mechanisms are implemented to hold the gains, which may include standardization. Therefore, based on the description of these steps, the quality improvement method your organization uses is Six Sigma. While the topic of this question is not included in the PMBOK® Guide, the Project Management Professional (PMP)® Examination Content Outline, June 2015, covers knowledge and skills, such as continuous improvement processes, with which PMP aspirants are expected to be familiar. Six Sigma is one of these topics."
121,"With a product development project underway, the project manager is facilitating a risk workshop and needs to determine the inputs for a Monte Carlo analysis. However, the costs associated with the development of a key feature are uncertain as the feature will require the use of new and previously untried technology. What is the best course of action",,Develop a cumulative probability distribution,Review the lessons learned repository,Utilize representations of uncertainty,Run a simulation,C,"As it pertains to risk management, a Monte Carlo simulation may be conducted during the Perform Quantitative Risk Analysis process. Of the tools and techniques associated with the Perform Quantitative Risk Analysis process, representations of uncertainty will be the most effective in addressing the issue described by the question. A Monte Carlo Simulation is an analysis technique where a computer model is iterated many times, with the input values chosen at random for each iteration driven by the input data, including probability distributions and probabilistic branches. With representations of uncertainty, the range of possible values associated with an activity can be represented as a probability distribution. In this scenario, the uncertain costs for developing the key feature can be represented by a probability distribution. These values can then serve as an input to the Monte Carlo simulation. Therefore, of the available options, utilizing representations of uncertainty is the best answer to the question asked."
122,A project manager has just received formal acceptance and final payment from a client for a software development project. The project manager needs to begin preparing the final project report. Which of the following will be most useful in creating the final report,,Stakeholder register,Communications management plan,Project charter,Closing report register,C,"The final project report is created during the Close Project or Phase process. The final project report provides a summary of the project performance. The project charter is an input to the Close Project or Phase process. The project charter contains high-level information about the project, measurable project objectives and related success criteria, and other high-level project information which can be used to compare with actual project results to create the final project report. Of the available options, only the project charter has information that would be relevant in creating a summary of project performance, thus making the project charter the best answer to the question asked."
123,"During the vendor selection process, a start-up company has submitted a bid with a significantly lower price than the well-established vendor that you have always used in the past. If you decide to award the contract to the start-up company, which project document is the most likely to be updated",,Risk register,Source selection criteria,Prequalified seller list,Procurement statement of work,A,"The question indicates that a new vendor is being considered with whom the company has no prior experience. If this vendor is selected, an additional risk will be introduced into the project since the performance of the vendor has yet to be established. Each approved seller comes with its own unique set of risks. Changes are made to the risk register during the contracting process, which reflects the specific risks of each seller. Based on the risk of contracting with an unproven supplier, the risk register should be updated to account for this added risk. Of the available options, the risk register is the most likely project document to be updated if you decide to award the contract to the start-up company."
124,"A project manager has rejected a defective lot of A-frames. The contract with the vendor states that payment must be made upon delivery and does not explicitly contain a clause dictating whether payments should be released or held back in such instances. However, the project manager firmly believes that if she does not hold back the payment for the shipment of this particular lot, the vendor will not take timely corrective actions for further shipments. What should the project manager do",,Hold back the payment,Release the payment,Terminate the contract,Release a partial payment,B,"The contract between the vendor and the project manager's company is a mutually binding agreement representing a legal relationship between them and obligating the vendor to provide the A-frames and the company to compensate the vendor for the deliverables. In the absence of a clause addressing the withholding of payments for the poor quality, the project manager has an ethical responsibility to release the payment to the vendor as provided by the contract. When errors or omissions are discovered either due to the project manager's fault or at the fault of someone else, the project manager must either accept the responsibility of their own mistakes or report the issue to the appropriate authority if the error resulted from someone else. It would be wise to amend the contract to include a clause that allows payment to be held back in such instances and enact a penalty clause that requires the vendor to compensate the buyer for delays caused by the vendor. While it is rare that a contract is written without such a clause, this question is included to provide a situation that 'feels' like the buyer should have a right to withhold payment. However, procurement contracts must be honored as they are written, and the values outlined in the PMI Code of Ethics and Professional Conduct should be upheld."
125,"You are the project manager for a consulting firm. After obtaining formal acceptance and receiving final payment, you are preparing the final project report. The report includes an assessment of whether the results achieved the benefits that the project was undertaken to address. You have already collected the performance results, and you now need to gain a better understanding of the intended project benefits. What should you do next to accomplish this objective",,Look at the agreements with the client,Check the business documents,Survey relevant project stakeholders,Review the procurement management plan,B,"The question implies that the Close Project or Phase process is underway. All of the answer choices may provide information that will be useful in this process. However, the question is specifically asking for a source of information for the intended project benefits. Business documents, such as the business case and the benefits management plan are among the inputs to the Close Project or Phase process. The benefits management plan outlines the target benefits of the project and perfectly addresses the need expressed in the question. Since the benefits management plan is not listed as an answer choice, the business documents become the best answer to the question asked. One may argue that a seller should not have access to the business documents of the buyer. This is typically true. And the question does not suggest otherwise. The thing is that both the buyer and the seller manage the engagement between them as a project. Therefore, both would have had created business documents. The benefits of the project for the buyer would be documented in the business documents of the buyer, and the benefits of the project for the seller would be documented in the business documents of the seller."
126,You are facilitating a meeting with key stakeholders to discuss a new project that will be conducted using an agile project management approach. One of the stakeholders is concerned about how the project fits in with the company's overall organizational strategy. What would you recommend to the stakeholder to address their concern,,Look at the benefits management plan,Review the assumption log,Examine the work breakdown structure,Ask the project sponsor,A,"The project benefits management plan is the document that describes how and when the benefits of the project will be delivered. It also describes the mechanisms that should be in place to measure those benefits. For example, on projects conducted using an agile project management approach, the benefits could be realized as the project progresses. This is possible because on agile projects, the product is typically developed incrementally and is delivered with each consecutive iteration, thus providing value to the customer and a revenue stream (realized benefits) to the organization. A properly prepared benefits management plan describes the key elements of the benefits, including how well the project benefits align with the business strategies of the organization. Among the available choices, only the benefits management plan specifically addresses the concern raised by the stakeholder."
127,"You have been working with the project initiator to develop a document that authorizes the existence of the project you are about to manage. You have just obtained approval of the document and want to ensure there is a common understanding by the stakeholders of the key deliverables, milestones, and the roles and responsibilities of everyone involved in the project. What should you do next",,Obtain project charter approval from the project sponsor,Facilitate a focus group with the stakeholders,Share the approved project charter with the stakeholders,Share the approved project management plan with the stakeholders,C,"The document described in the scenario that you have been working on with the project initiator is the project charter. Chartering a project confirms the alignment of the project to the strategy and ongoing work of the organization. High-level information on the project is documented in the project charter. Therefore, if you want to ensure the stakeholders have a common understanding of the deliverables, milestones, and roles and responsibilities of everyone involved in the project, you should share the approved project charter with them."
128,"You are leading a software development project using agile methodologies. If the project is successful, it will open up vast opportunities for future revenue and growth. The project has a high risk of failure, but the potential benefits outweigh the risks. These risks and rewards must be considered when selecting the content of each iteration. Which features should be prioritized and developed first in this scenario",,High-value and low-risk features,Low-value and low-risk features,High-value and high-risk features,Low-value and high-risk features,C,"In agile projects, a backlog is a list of features, or requirements, to be developed. The features are first prioritized and then developed accordingly. When prioritizing a backlog, risks and value are typically the primary considerations (aside from legal or other requirements). The backlog must be prioritized and reprioritized throughout the project to determine what to include in each iteration. High-value features should be prioritized first as not all features are likely to be developed due to project constraints. Agile projects generate revenue by releasing product increments to the market with the high-value features first while lower priority features are still being developed. Risks must also be considered when prioritizing the product backlog. High-risk features should be prioritized over lower risk ones. When there is a risk of failure, as in this case, it is better to fail earlier in the project rather than later when more project resources have been expended. Additionally, the development of high-risk features is more likely to cause rework. Developing high-risk features earlier may reduce the amount of rework required. It is important to remember that a feature’s risk and value profile may change during the project life cycle and will require monitoring for possible reprioritization. Therefore, of the available choices, the high-value and high-risk features should be prioritized and developed first in this scenario."
129,"You recently received an email from a client, which states, ""Thanks. We have received the goods you just shipped."" You begin to close out the project, send the final invoice to the client, and release all of your staff. As you are preparing to leave for the day, you receive a voicemail from the client stating that the deliverables do not meet the required specifications. This information comes as a shock because you are sure the client has accepted the deliverables. What should you do now",,Call the client and tell them that they have accepted the deliverables and should now pay the final invoice,Call the client to understand why they think the deliverables do not meet the required specifications,Contact the legal department to check the contract and ask them to suggest a course of action,Ignore the voicemail from the client since their email indicates that they have already accepted the deliverables,B,"Based on the scenario described, the client has not accepted the deliverables; they only acknowledged receipt of the goods. Your actions of beginning the closing process of the project are premature. Closed procurements are required to close the project. The procurement cannot be closed until the buyer, your client, provides the seller, you, with formal written notice that the contract has been completed. Therefore, since the client has not yet accepted the deliverables, you should contact the client to understand why they believe the deliverables do not meet the terms and conditions of the agreement."
130,"A project manager was asked to prepare a document, which the project sponsor will sign to authorize a new software development project. Which of the following will the project manager want to include in this document",,A work breakdown structure (WBS),The key project deliverables,A project schedule,The project budget,B,"The question suggests that the project manager has been asked to develop the project charter. The project charter is a document issued by the project initiator or sponsor that formally authorizes the existence of a project and provides the project manager with the authority to apply organizational resources to project activities. The key deliverables for the project is an element, which should be included as a component of the project charter. The incorrect answer choices represent outputs of various processes of the Planning Process Group. The project charter is an output of the Develop Project Charter process, which is part of the Initiating Process Group. Therefore, of the available choices, the project manager should list the key project deliverables in the project charter."
131,"In preparation for creating the change management plan for the project, the project manager reviews the organizational process assets (OPAs). Which of the following is the project manager least likely to use in this situation",,A template for the project management plan,Change control procedures,Historical information from similar past projects,The lessons learned register,D,"The lessons learned register is a project document used to record knowledge gained during a project so that it can be used in the current project. The lessons learned register would only have information concerning the current project. The lessons learned register is not likely to have been created at this stage of the project, and, even if it did exist, it is unlikely to contain any pertinent information with the project still in the planning stage. The incorrect answer choices represent examples of the OPAs used as inputs to the Develop Project Management Plan process implied by the scenario where the change management plan is also developed. However, the question is asking to find an item that is 'least' likely to be used in this scenario. The lessons learned register is not an input to the Develop Project Management Plan process and, therefore, of the choices given, would provide the least value in this situation."
132,The following table contains information about the duration in days and predecessor activities on a project schedule. What is the duration of the critical path,images\test_4\q_132.png,6 days,10 days,17 days,31 days,C,"The critical path is the sequence of activities that represents the longest path on a project, which also represents the shortest possible duration of a project. The first step to correctly answer this question is to determine the critical path. This requires the creation of a project schedule network diagram, where you map the values from the activity list table provided by the question. Following is the network diagram for this question's scenario. Once you have created the project schedule network diagram, you can determine the specific paths that exist for the activities on the project. This requires following each path that is mapped and calculating the length of each path based on the number of days for each activity in the path. Following are the paths for this scenario. Now that you know each of the project schedule network paths and their respective lengths, determining the critical path is easy since you simply select the longest path. In this scenario, the critical path is Start-D-E-F-G-Finish, and it has a length of 17 days."
133,"In the fourth week of a 10-month project, a new project manager takes over and notices that earned value is consistently below planned value projections. The project manager is interested to know if the indirect costs were included in the cost estimates but not accounted for in the earned value assessment. What project document would the project manager look at to determine how indirect costs are dealt with in the project budget",,Basis of estimates,Cost forecasts,Cost baseline,Project funding requirements,A,"Indirect costs are costs of doing business. They may benefit other projects as well, such as executive salaries, office utility expenses, etc. Indirect costs may or may not be included in the project budget. Each project is unique and, therefore, the decision to include/exclude indirect costs in/from the project budget is made at the project level as part of its Estimate Costs process. The decision is then documented in the basis of estimates document which is one of the outputs of that process. Indirect costs may be included on an activity level or for the project as a whole. To understand if the project manager's hunch is correct, he would need to look at the basis of estimates to determine how indirect costs are handled across the project. Actual cost needs to correspond in definition to what was budgeted in the planned value and measured in earned value, for example, direct hours only, direct costs only, or all costs including indirect costs."
134,"Your current project has a 12-month timeline and a budget of $100,000. You are 6 months into the project, and you have spent $60,000, but only 40% of the work is complete. You do not anticipate that the cost performance will change and you estimate that the project will eventually spend $150,000 at its completion. Which of these statements is true about your project",,"The estimate to complete this project is $150,000.",There is not enough information given to evaluate the project.,"To complete the remaining work, your team needs to have a cost performance of 67%.",The schedule efficiency of your team is 70% of the rate originally planned.,C,"The total budget or BAC = $100,000. A budget for the project can be seen as its planned value (PV). The cost so far or AC is $60,000. You have completed 40% of the work which is the EV or 40% of $100,000 or $40,000. To find the correct answer, you will have to calculate the earned value analysis parameters provided in three out of the four answer choices. The correct answer is the calculation of the TCPI. Based on the scenario, ""you estimate that the project will eventually spend $150,000 at its completion"" implying the estimate at completion (EAC) is $150,000. Therefore, the calculations are as follows: TCPI = (BAC - EV) / (EAC - AC) = (100,000 - 40,000) / (150,000 - 60,000) = 60,000 / 90,000 = 0.67 meaning your team needs to maintain a cost performance of 67% to complete the project with the current EAC."
135,"You have just been hired to take over a software development project which is about halfway complete. On your first day, you attend the daily standup meeting where you learn that one of the developers has just quit without notice. You want to find out if this possibility was previously identified and, if so, who was assigned the responsibility of following up on this situation. What is your best course of action",,Review the issue log,Check the risk register,Look at the risk report,Ask the project sponsor,B,"The question indicates that a risk has been realized and it is unknown if the risk was previously identified, analyzed, and documented. The risk register records the agreed-upon risk responses for each identified risk and the nominated owners for each response plan. The risk register is created as an output of the Identify Risks process and can serve as an input to the Implement Risk Responses process, among others. Therefore, you should check the risk register to see if the risk described by the question had been previously documented along with a nominated risk owner."
136,A project you are leading is approaching its end. One of the risk management subject matter experts assigned to the project calls you and recommends a change to the Implement Risk Responses process. What should you do first,,Call a meeting with all project stakeholders to gain their consensus on the change,Instruct the team to implement the change as recommended by the subject matter expert,Document the recommendation as a formal proposal to modify the requested process,"Tell the subject matter expert that changes are not accepted, as the project is approaching closure",C,"Whenever a change is requested, the first step to take is to write and submit a change request. A change request is a formal proposal to modify a document, deliverable, or baseline. The change recommended by the subject matter expert will impact the process, Implement Risk Responses, documented in the risk management plan, which is part of the project management plan. To modify the plan, a change request is required. Therefore, the first thing to do when a change is requested is to document the change as a formal proposal or, in other words, to submit a change request. Once the change request is submitted, the Perform Integrated Change Control process begins in which the change request is analyzed across all project constraints (scope, time, cost, quality, risk, etc.). Later, a change control board or an authorized member of the project team will decide on whether to accept or reject the change request based on the results of the analysis."
137,"You have been hired by the Department of Natural Resources to lead a project for the construction of new facilities at a local park. As the project manager, you are in the process of selecting the various vendors which will be required to complete the work. In this situation, the use of what tool or technique is most likely to be legally mandated by the government agency",,Agreements,Requirements documentation,Advertising,Prequalified seller lists,C,"Existing lists of potential sellers often can be expanded by placing advertisements in general circulation publications such as newspapers or specialty trade publications. Most government jurisdictions require public advertising or online posting of pending government contracts. Advertising is likely to be legally mandated, and it is the only tool or technique of the available answer choices."
138,"During a project to develop a new robot, a previously identified risk is realized. The risk response plan calls for a project team member specially trained in robotics to address the problem, but the individual named in the response plan has left the project. You reassign another project team member with the required training to address the issue. Which project document should be updated first",,The quality management plan,The risk response report,The lessons learned repository,The project team assignments,D,"The question suggests that the Implement Risk Responses process is being performed. Project team assignments are one of the project documents that may be updated as a result of this process. In the scenario, a previously identified risk has been realized. The risk response requires the reassignment of a project team member to address the problem. Once the risk responses are confirmed, the necessary resources should be allocated to each action associated with the risk response plan. These resources include suitably qualified and experienced personnel to execute the agreed-upon action (usually within the project team), a specific budget and time allowance for the action, and any required technical resources to complete the action. Of the available choices, only the project team assignments should be updated as the result of implementing risk responses."
